""	PTPRZ1	SDC3	NCL	NRCAM	EGFR	THY1	APLP2	NRXN1	ITGB1	ACKR3	LRP1	NOTCH1	ROBO1	ITGAV	NCAM2	NLGN1	RPSA	CD63	PTPRA	SLC16A1	RXRA	NLGN3	CDH2	PDGFRA	FGFR1	LINGO1	LRP6	GPC1	NOTCH2	TNFRSF21	TSPAN12	APLP1	NLGN2	PLXNA3	CD99L2	CHL1	PTPRF	NRXN2	CNTN1	INSR	TYRO3	LIFR	LAMP1	CAV1	MCFD2	EPHB1	DDR1	CADM1	F3	EPHA4	NCSTN	MCAM	BMPR2	DAG1	ANTXR1	SORT1	AMFR	KLRC2	IGF1R	GPR37L1	ACTR2	ABCA1	TSPAN5	TFRC	STX4	CD81	LY96	CANX	CD74	SORL1	C1QBP	TNFRSF1A	TSPAN14	CD46
PTPRA	0.763764707264169	0.809949475227951	0.857816998410454	0.80061689735658	0.354260530423845	0.670003756715847	0.894859227702397	0.809985060815099	0.867613760296099	0.84421924676929	0.877825983184042	0.821843221448804	0.881802514134854	0.887997569013891	0.73625246074033	0.821486628401004	0.758789434278113	0.854489319811406	1	0.917336892651813	0.785868512699616	0.768439447050977	0.830948320019649	0.188548744396765	0.80711577150147	0.727024551809135	0.709554956484823	0.838010301027696	0.801204232748263	0.329675851325571	0.800987614175308	0.613115709600595	0.840857151670772	0.622003776473987	0.898160978103903	0.704332879216623	0.81482055713602	0.718019050303219	0.566788150661468	0.604907449337445	0.888400473375469	0.565231390222816	0.911818472087035	0.800336520471879	0.875920483692174	0.576482358730798	0.84939858828106	0.64448833057335	0.707835235632614	0.801367123730467	0.733398270191453	0.623613089522819	0.817263578378709	0.799997407087558	0.689616541683987	0.854414828475494	0.89981182142548	0.543353049454478	0.882767761076026	0.300104896838469	0.832276692278995	0.745738383578531	0.79416034900601	0.60633224791029	0.73625567861039	0.846064651275281	0.660743110600252	0.909565553088266	0.41635864537029	0.437947539537934	0.766497392067446	0.81702426607665	0.727114592839554	0.846621326562783
SLC16A1	0.765085860797345	0.773562013797118	0.857629065317314	0.77818230377481	0.259996723751414	0.710362515109062	0.908651265974779	0.766496894571387	0.860505190369656	0.807494312117053	0.867207820058475	0.819190541885542	0.853461256357099	0.847265862849785	0.733960000416955	0.781488481410762	0.782127101065246	0.848751061336962	0.917336892651813	1	0.838420061271999	0.807066715787878	0.82798172211666	0.22921611248856	0.77232521527036	0.73792122083921	0.683297515177897	0.855623302679623	0.822384787254874	0.340577769215578	0.833467529372169	0.553279611690029	0.859809990510307	0.626320231102263	0.854860441394601	0.654804679951844	0.769761438900735	0.692134940100787	0.53515220986658	0.463410150394555	0.819355158631942	0.495550397536941	0.89793124289045	0.788797849019748	0.81801384304827	0.589585267321639	0.836010418511879	0.629716206374012	0.652822806441467	0.774096992004729	0.700134407759899	0.582367458440502	0.74220462660651	0.834737596492566	0.603947678834113	0.80780354764246	0.819850646368979	0.484692613732259	0.841157404881271	0.307094693590106	0.778061017362614	0.658664503062785	0.646359225648994	0.58412834737237	0.708284739125427	0.817843030677162	0.625102527025169	0.896021632334833	0.393784588554059	0.381348707442952	0.80288444451828	0.782849881670203	0.651845318481097	0.765011579751925
RXRA	0.526991636160593	0.733919221660234	0.631125471872444	0.674612429284402	0.292860554274601	0.420063154099226	0.8448790505641	0.670824023829508	0.771223496031917	0.705570391585658	0.777930280984895	0.623350824359879	0.739583938469903	0.816910934791744	0.558242749347397	0.657111139246631	0.514803758201446	0.738310572046051	0.785868512699616	0.838420061271999	1	0.63685951290939	0.651251064259877	0.0123820606037496	0.615627735302402	0.493607491598048	0.499655267230003	0.769632763362351	0.859858929821449	0.0535678587876906	0.708676622519229	0.504444310785542	0.751064476218323	0.494959633158307	0.872422578183568	0.735783794444508	0.849244996363832	0.546145645001443	0.298868027202541	0.459151645735548	0.687785522867516	0.532236035279652	0.844927234364183	0.637790010294477	0.679295996131385	0.412640898927645	0.831915858012664	0.488763986874299	0.737211612374637	0.888421965135327	0.643115830044084	0.264245084198454	0.568881130958984	0.805411336621595	0.414113505945019	0.717941819203333	0.756987820532716	0.228661144985411	0.850171411729636	0.342071429717183	0.744350198753009	0.74635875215381	0.524773146844297	0.593745214557363	0.643879750550578	0.790790351390182	0.645273841368312	0.831312908775841	0.479136328933465	0.513937185780684	0.541324122791353	0.764365409740754	0.589205194455031	0.727543198617532
NLGN3	0.931618280544244	0.82412641408245	0.889292444071189	0.797621231724058	0.237908736526192	0.903223243754741	0.823391345779691	0.789371111885892	0.829490812046425	0.772914551706613	0.852817133016711	0.903977699598826	0.837895635451693	0.721867953672572	0.905953733320681	0.883136882911854	0.867553047802781	0.842752884037838	0.768439447050977	0.807066715787878	0.63685951290939	1	0.939244910857468	0.369991196270881	0.816585863401769	0.833066911265669	0.760593677756683	0.804655004525488	0.668535174609839	0.542983029740522	0.861593032658501	0.606893240417333	0.84788214662866	0.775544453863048	0.742526018306361	0.475408961897377	0.686656854566016	0.893753313200303	0.741157992898885	0.652333235646168	0.809702227200977	0.514559202941927	0.779187784508526	0.85999670221324	0.817344613018465	0.769537028793067	0.816415461992122	0.791746500822472	0.501022547471559	0.565144950995975	0.745842524585512	0.758847106728146	0.853851932405865	0.89240021402481	0.779272014999485	0.834142401580992	0.690044929789176	0.634105543278935	0.742809039285837	0.324264387988026	0.74751716132776	0.515285384348081	0.710814104569303	0.44993321034027	0.585706010541584	0.703979227245905	0.433319539057575	0.868298848612181	0.145680297566533	0.154004494473978	0.908515416406711	0.708792099453141	0.574737378860658	0.777126371636607
CDH2	0.90714751826552	0.809879359823764	0.949229616303816	0.730366011333836	0.212205848081398	0.873214975502101	0.869367187965464	0.815391355367439	0.906111488502539	0.816552751765861	0.828587085104655	0.912319554369068	0.890492977203228	0.740031655979322	0.899890937546824	0.92486393801934	0.907818658884035	0.907337920737542	0.830948320019649	0.82798172211666	0.651251064259877	0.939244910857468	1	0.254820226206235	0.827019334129013	0.85510335061074	0.753703562185017	0.858210242351502	0.628055016013558	0.429499818967341	0.84607137267411	0.602849080427012	0.857612424164806	0.774909745217822	0.763640400501979	0.530893829371259	0.689535101500654	0.914704518716539	0.676303240045535	0.661840542655916	0.856574023189281	0.460402975708938	0.802759910087794	0.919534233047913	0.892430850477961	0.672364920598861	0.841423991389161	0.741364963257041	0.503116843088975	0.611887573847245	0.75017535919721	0.786921846781029	0.888677922113734	0.897066679745364	0.770496720187117	0.820271098908203	0.770810694409451	0.760118122863867	0.8052029291532	0.17019596234372	0.793173572550248	0.560639215875556	0.794369624133418	0.486200865893697	0.629592143807981	0.695988523931498	0.48433477254971	0.903394614083256	0.195262057603661	0.175244906872638	0.942164461958669	0.764995228065576	0.603610146175146	0.809525407808958
PDGFRA	0.573433511230702	0.00200154422692367	0.206975898695447	0.52727487003037	0.413329664203415	0.497620788424686	0.0973370172232785	0.273920602625829	0.040249350498704	0.0967471551343446	0.355568889598453	0.309236912200608	0.0997993186957888	0.209982345581297	0.328363171708183	0.320996387547076	0.213271354486881	-0.00323943167332732	0.188548744396765	0.22921611248856	0.0123820606037496	0.369991196270881	0.254820226206235	1	0.0827594754841791	0.573987823214849	0.627341436985554	-0.00274037198334421	0.164609800379081	0.520530583535942	0.23823381670818	0.0820077927665937	0.262125353729792	0.282800740333908	0.105960480808379	0.00623511613615986	0.100868851859182	0.280787677215455	0.784332461856846	0.186131759164766	0.108037916268218	-0.121279165630885	0.0941513432260872	0.0303943552545771	0.0873919085079525	0.74058763002518	0.0331528181015405	0.393739810367663	-0.12487411991477	-0.120045115105209	0.10883700022968	0.299975181768468	0.278605795928189	0.16563943231458	0.203748854983286	0.115514041002603	0.0296028030522878	0.288454153148711	-0.0285188345245454	0.224578559075111	0.0335867656409056	-0.167055186060364	0.0269397047939004	-0.147508707676857	0.0215910978732672	0.090500365676022	-0.169254575825251	0.088736649127453	-0.163507412477663	-0.186296972464286	0.201931010364211	-0.0938590377681521	0.0199532227472353	0.0957514815713769
FGFR1	0.742149177377888	0.816026892493754	0.845094373746078	0.726113615167606	0.133608722314155	0.732391135906957	0.803310858622489	0.697259959996181	0.803168249097751	0.840043319460828	0.758565950209281	0.851261849257559	0.822186102638228	0.754980719742965	0.763511297670653	0.726068284566204	0.806084571429301	0.872532455440336	0.80711577150147	0.77232521527036	0.615627735302402	0.816585863401769	0.827019334129013	0.0827594754841791	1	0.62758911775721	0.557762750899567	0.784029536436337	0.660323940245897	0.357957815027802	0.759421212804809	0.503761169671981	0.73130580934386	0.69491705006993	0.743635610034855	0.552579917132419	0.623001593551105	0.720703154444043	0.507826584416862	0.568164559397069	0.857238406551372	0.588347683089313	0.81740634340552	0.847675362032654	0.842702233158797	0.532139067245886	0.803019432911946	0.600312493737695	0.693763460411864	0.670709689193301	0.71909505373198	0.748875026639957	0.762637637038865	0.753875182295864	0.744144624533215	0.813960613071213	0.7851459118709	0.512935579565895	0.779136631380533	0.275424537899668	0.7659051357891	0.680937359768365	0.78137831495528	0.542115879252913	0.610187068188082	0.759992228564397	0.61053988817067	0.850959776065804	0.285034521593838	0.31472623867405	0.843422496743946	0.817240215402724	0.693732555539406	0.797288493787209
LINGO1	0.896348400199372	0.560357742634919	0.828282099186275	0.680635324577643	0.349590857242113	0.846809653186017	0.668477358544865	0.806166169986907	0.704067405386339	0.613343269782312	0.720067032948491	0.766190289161498	0.713486627310313	0.562783263134927	0.76245572981376	0.828984051042362	0.762336545788571	0.650784916026355	0.727024551809135	0.73792122083921	0.493607491598048	0.833066911265669	0.85510335061074	0.573987823214849	0.62758911775721	1	0.800722943291671	0.626535242126806	0.4580517776529	0.429718198010935	0.71713408790727	0.51996229469236	0.77265774325338	0.67269774448544	0.605784739808779	0.328250120938619	0.538263115406586	0.797918977306749	0.805456869792559	0.479443190684624	0.633674549919265	0.233689062999695	0.605314161112715	0.681165980001771	0.676773741313526	0.7429318611833	0.616702020924051	0.658199237088071	0.241002745579722	0.368540430124164	0.532594856640116	0.697819313281399	0.780031931333722	0.730159479605103	0.554661420713231	0.638293728597555	0.550962870117863	0.754864071664205	0.608832530615026	0.125359739861772	0.587216319494368	0.265039726597369	0.625057409643982	0.26726400378286	0.428436038784575	0.493946774310648	0.249905486392962	0.687173319577275	0.0708008083893745	0.0302739606572963	0.81181071840263	0.471410047411493	0.432137976463533	0.604155227016986
LRP6	0.866748696636156	0.547135603593406	0.743467372630012	0.751214212602136	0.460460961071147	0.812884972235224	0.683570648578008	0.719705299875226	0.628265488457709	0.599678485175158	0.758361483560669	0.748475663169588	0.601257926513931	0.634622501264795	0.78664400420682	0.816444005028756	0.713440663770883	0.562211624569346	0.709554956484823	0.683297515177897	0.499655267230003	0.760593677756683	0.753703562185017	0.627341436985554	0.557762750899567	0.800722943291671	1	0.623952562198284	0.548061327535773	0.629514282359994	0.751199853155341	0.541208686142183	0.791114632028418	0.738461571780874	0.626350599252317	0.417845145850489	0.557851023362397	0.756036045027633	0.760797252937463	0.591533058208874	0.647774758801972	0.24150938911517	0.638483586329561	0.567118378401638	0.64315546079622	0.841962485624493	0.575711146481337	0.788886034708361	0.304506787424627	0.366804910263424	0.663321708650872	0.65472541555584	0.801013964900643	0.682702804880984	0.661267966432519	0.650262398178978	0.574300669915111	0.633798821940997	0.543041009504094	0.210409420793069	0.590005706097779	0.318984750443193	0.603171027899988	0.291446063778845	0.434685303307038	0.53558865275783	0.249442059422396	0.680233866339125	0.0908111294764798	0.0872960590525998	0.690176836658369	0.431517016879021	0.418852631322832	0.608618069614647
GPC1	0.723058272244714	0.787389060170928	0.890745283366973	0.627758897195096	0.0347614748755301	0.727971465936713	0.952567804423493	0.661334260404267	0.930170257644982	0.801557675468941	0.841784913553106	0.808073678034737	0.831062558223325	0.816331319827422	0.802774367693022	0.808089337963411	0.845053746358424	0.931318457753004	0.838010301027696	0.855623302679623	0.769632763362351	0.804655004525488	0.858210242351502	-0.00274037198334421	0.784029536436337	0.626535242126806	0.623952562198284	1	0.73467563637414	0.341807557854661	0.850684907276063	0.566213370813002	0.829795867855476	0.683066264682869	0.795213928308076	0.612305324218417	0.720707770822443	0.765133797704671	0.402791362806087	0.554951528332809	0.871693141326556	0.467281350624048	0.890961576287357	0.882247033289166	0.871264625134066	0.464723920313918	0.855486747688451	0.637777241360427	0.625828160511599	0.715013340834987	0.811143292156628	0.649254913833409	0.783014198527881	0.868185720803033	0.651303810417381	0.828323632922908	0.834833114186031	0.53566055313557	0.877760682626128	0.150560904132827	0.84089752662903	0.695419215147283	0.720724870687039	0.657505290770139	0.74412171078946	0.795448788493237	0.662754906939594	0.933700157139195	0.42049081465225	0.397761149076421	0.842095714842276	0.836319490182601	0.681209176439979	0.795347939582735
NOTCH2	0.563031098954015	0.724116772385017	0.624674743390979	0.825527774521433	0.290154018061082	0.487354176900075	0.838668274567175	0.608310406744052	0.717085246999645	0.746423563021877	0.827780185586603	0.730501314437638	0.750090272526727	0.910702619721296	0.585115464998451	0.59703505651727	0.554708731311398	0.734815561043395	0.801204232748263	0.822384787254874	0.859858929821449	0.668535174609839	0.628055016013558	0.164609800379081	0.660323940245897	0.4580517776529	0.548061327535773	0.73467563637414	1	0.270132934894411	0.722827969461074	0.474781368134446	0.708732611161672	0.564356260030565	0.81972589370792	0.771123861607674	0.83792484226716	0.51194066113238	0.385828123358156	0.49495453969594	0.725012133154796	0.585104730573757	0.881859963774622	0.616360516324387	0.694989900763913	0.572755326305339	0.809785926365501	0.586159875558181	0.827162762666634	0.864744643688379	0.660204779515079	0.305203537498959	0.576716460398107	0.763295855870617	0.535317672673506	0.766267643753249	0.795488890650125	0.17233734728539	0.767650284531715	0.489574494770547	0.776335024791344	0.823529470130491	0.513679837779224	0.668392432626026	0.71056244379634	0.877325804359996	0.715168896343579	0.810070227054964	0.53523202946261	0.597944140600485	0.543116116367115	0.800782415570001	0.678620609132416	0.748252824878836
TNFRSF21	0.619938335516265	0.267299860834164	0.446306977483838	0.501176577953826	0.0702667608879114	0.697660347087425	0.333920623454097	0.255259953252782	0.266148502420042	0.294269288454822	0.442079629571246	0.530944594219055	0.337792901270436	0.32477706739727	0.596183571564142	0.402374199468278	0.572212965999731	0.295124408382937	0.329675851325571	0.340577769215578	0.0535678587876906	0.542983029740522	0.429499818967341	0.520530583535942	0.357957815027802	0.429718198010935	0.629514282359994	0.341807557854661	0.270132934894411	1	0.506834931482456	0.327628503587197	0.489222749076681	0.535071528847395	0.172794810238338	0.0230223825644108	0.172858437965654	0.478309716331983	0.576684811110846	0.356628152939805	0.360237765078518	0.0950869630316783	0.315308159614562	0.38632381910432	0.386112252638919	0.638663173470211	0.244944444098818	0.689116752499546	0.0353139087280227	0.00909684833208279	0.545561292661365	0.515244035641763	0.510332135223891	0.267238767606949	0.630737659434313	0.428870701857163	0.235116136725324	0.40916894767854	0.119418378835124	0.247228372991341	0.229608211172756	0.080356587296672	0.342543462991555	0.0501597588142772	0.264608581790988	0.271890603424184	0.053982120387579	0.34671084709156	-0.121652430740759	-0.157015523604496	0.499410206678023	0.152177893989229	0.15412132721048	0.255592415543898
TSPAN12	0.8048367705237	0.766382591177685	0.88157801689871	0.757110646134453	0.300469368437554	0.818376698732223	0.884529597724678	0.78548027245394	0.847303792348902	0.795900970689497	0.828529571051114	0.861687471032701	0.844506658643904	0.768873059142331	0.81681262893513	0.841573303294067	0.844016143564428	0.820110978180887	0.800987614175308	0.833467529372169	0.708676622519229	0.861593032658501	0.84607137267411	0.23823381670818	0.759421212804809	0.71713408790727	0.751199853155341	0.850684907276063	0.722827969461074	0.506834931482456	1	0.569850718995233	0.854340012848921	0.717411126365174	0.752405906809229	0.626979703450576	0.728948591983364	0.779803229851624	0.574148130465607	0.510768216172123	0.791411775786205	0.517710020752415	0.848065323948291	0.807815623078482	0.772501745959354	0.620904176864233	0.801179407341691	0.742075818919932	0.59850776791361	0.66139293139885	0.774246717705519	0.642913337829816	0.851893813610001	0.857717253538683	0.707279874488425	0.791925383057725	0.76652982468334	0.528572569213421	0.760777558218008	0.293501057852183	0.758424920755081	0.571908072135848	0.641108844258857	0.516575285713598	0.603586961163947	0.732263691939017	0.486633508749241	0.868822364942446	0.248471248538626	0.255576428132906	0.853213821357346	0.705501446175645	0.565247380511913	0.735010145944132
APLP1	0.528291148786819	0.556562745509848	0.581778305543862	0.492315409616975	0.253482493690071	0.493472306842693	0.588599026622687	0.586645448881115	0.617936210212958	0.488263035693273	0.561535790644787	0.551364359300722	0.536377902331651	0.493125959566264	0.566618469433863	0.624983174331212	0.503396629119313	0.554523717151395	0.613115709600595	0.553279611690029	0.504444310785542	0.606893240417333	0.602849080427012	0.0820077927665937	0.503761169671981	0.51996229469236	0.541208686142183	0.566213370813002	0.474781368134446	0.327628503587197	0.569850718995233	1	0.645249003440471	0.50214924896542	0.608650199342238	0.366690783880125	0.628606835562789	0.622491434273797	0.391514419930257	0.620203511451777	0.656157546921472	0.38098382389717	0.649666656862404	0.530544621903364	0.558916738669537	0.521333685307731	0.602972113089755	0.605772763341131	0.388722732447261	0.427973610249514	0.576754046028916	0.443017247539083	0.596706992559545	0.627843999429881	0.458639376837213	0.720299470670902	0.538036794221614	0.392456331584341	0.591166894952836	0.185531047755527	0.609868696345802	0.4296726651989	0.697242063933668	0.352124302661182	0.524166722069383	0.515477839424367	0.313696131756765	0.62857064822695	0.170407689179994	0.230168626575105	0.526375809637538	0.475239646071293	0.457925475839076	0.615238677191513
NLGN2	0.819909185851681	0.738176932938738	0.857130019484746	0.752933237537114	0.29545065994143	0.799586672522663	0.860496272414617	0.798654350526794	0.805611028086102	0.769375329577565	0.794201862499554	0.811953505799441	0.796665714732834	0.728379077208671	0.814089743098565	0.815840908648418	0.808574395459344	0.791579062550268	0.840857151670772	0.859809990510307	0.751064476218323	0.84788214662866	0.857612424164806	0.262125353729792	0.73130580934386	0.77265774325338	0.791114632028418	0.829795867855476	0.708732611161672	0.489222749076681	0.854340012848921	0.645249003440471	1	0.769638190835047	0.791678049467525	0.500874885329584	0.741520769599495	0.815178322990344	0.577693903625904	0.573959933599221	0.750527712343215	0.374698662344018	0.824766178459909	0.789680312875492	0.769778228468963	0.682361668890389	0.795953934725918	0.76454975563469	0.492263876049796	0.644589867476359	0.762372493234297	0.625934230117233	0.798568131543489	0.828085588190011	0.656524790065117	0.811117393949636	0.73277479602977	0.593082732597949	0.762140243849518	0.209382215768788	0.71107567886273	0.501516819180403	0.735185389908127	0.433137083644785	0.53542726840909	0.669011542149272	0.458079816740832	0.866397314442794	0.184740792362809	0.190446765874102	0.812589361204127	0.66196898730918	0.489357247698934	0.74933704455087
PLXNA3	0.749619889187882	0.613644990867468	0.72705722811821	0.651546948413312	0.20177526377642	0.773940404315137	0.705271279644735	0.713410428885298	0.669988790190565	0.561765639692531	0.632961721754938	0.766076934014238	0.644710605956277	0.549063880088585	0.79553977974946	0.698053739736081	0.717589810056732	0.661932257671402	0.622003776473987	0.626320231102263	0.494959633158307	0.775544453863048	0.774909745217822	0.282800740333908	0.69491705006993	0.67269774448544	0.738461571780874	0.683066264682869	0.564356260030565	0.535071528847395	0.717411126365174	0.50214924896542	0.769638190835047	1	0.541616928628083	0.361183043515125	0.53934038141867	0.767147069981166	0.471171846177471	0.494466683498168	0.602335690432083	0.296668459105596	0.631609974631041	0.660928976625954	0.688326111832203	0.69277244762075	0.68914907736156	0.817717593012665	0.38751379188168	0.438744538245952	0.678145849248203	0.579049179715406	0.750579521793182	0.739854309211641	0.610215504746368	0.667199826499435	0.489748521694426	0.680661279832477	0.557210881481583	0.152931126956136	0.610691874387022	0.43186756748229	0.676560094891389	0.377268191410516	0.429248296346975	0.51019391131166	0.336473248367399	0.696283656824014	0.121762102546344	0.132272819507296	0.759240812065004	0.53581246026555	0.445596015173559	0.586441214723397
CD99L2	0.687310878635308	0.876860113435984	0.745595795561102	0.775820494627031	0.424442149154242	0.555749933273749	0.863849791348052	0.806968089208609	0.826756586628784	0.828441852068006	0.858158611587567	0.743949692349382	0.839571419018409	0.86643233085781	0.694572522363223	0.802107391976817	0.629184407923181	0.808472080872074	0.898160978103903	0.854860441394601	0.872422578183568	0.742526018306361	0.763640400501979	0.105960480808379	0.743635610034855	0.605784739808779	0.626350599252317	0.795213928308076	0.81972589370792	0.172794810238338	0.752405906809229	0.608650199342238	0.791678049467525	0.541616928628083	1	0.810221608920027	0.872870106891801	0.688819339213132	0.502220604966181	0.642878099144097	0.851252780406646	0.682579359721886	0.898036511028115	0.733765716186517	0.809131250612023	0.528277586625058	0.890975411671026	0.606649829226773	0.792807520081678	0.865119630896686	0.680145140472628	0.509479370188133	0.752052025081479	0.844691658735039	0.631379635529749	0.842974957230555	0.8590118746972	0.388369666294412	0.918154922274976	0.369628551800771	0.811998396910627	0.770384046278522	0.717742039782102	0.58715999573265	0.67214661521315	0.853795165713133	0.618099878535396	0.897505151452246	0.388730868611909	0.45464038709851	0.648456396719164	0.81602737511787	0.665626684917215	0.86768674001727
CHL1	0.430314384018377	0.724843778518486	0.512189688919373	0.674942762889743	0.444642997240591	0.302165998910151	0.716094929300422	0.601699801770189	0.660672676624822	0.727058092110909	0.684553671524613	0.597079782745148	0.70790261035396	0.799871593694971	0.492049257041966	0.598731024342405	0.404996705151452	0.633234399300984	0.704332879216623	0.654804679951844	0.735783794444508	0.475408961897377	0.530893829371259	0.00623511613615986	0.552579917132419	0.328250120938619	0.417845145850489	0.612305324218417	0.771123861607674	0.0230223825644108	0.626979703450576	0.366690783880125	0.500874885329584	0.361183043515125	0.810221608920027	1	0.806810266103084	0.460048436546595	0.307188956662665	0.503370445478623	0.6783426415545	0.724038852153414	0.774020923656716	0.525387011748871	0.638723138856487	0.312298610741633	0.785667055365007	0.472170785044128	0.889134853758394	0.85139001516368	0.518831186777787	0.281943167119263	0.578015115038323	0.694827415339647	0.475003645292013	0.636528443653996	0.80369508201864	0.176456701237982	0.789743242486916	0.437680668053438	0.677134485401521	0.80778828153726	0.485115894965013	0.575030693694844	0.568750747281437	0.780808169010736	0.565461083296725	0.72421526757166	0.429600775995771	0.514973829961917	0.392833417303912	0.725808182840845	0.594115415623088	0.715881539672298
