""	CD2	CD3D	KLRD1	CD3G	CD247	KLRB1	CD8A	CD8B	KLRK1	CD44	ITGA4	IFITM1	CXCR4	KLRF1	FPR1	PTPRC	CD69	PTPRA	ITGB1	RACK1	ITGAL	ITGB2	ADGRE5	ITGAM	TNFRSF1A	CD4	PTGER4	ADRB2	VSIR	HAVCR2	CD46	CD47	CD9	CD74	SORL1	CANX	AXL	TSPAN14	C1QBP	CD163	TREM2	LAIR1	APLP2	LRP1	CD81	CD63
ADGRE5	0.893010085892804	0.888984536291669	0.729142040726254	0.810314712425741	0.602333204775183	0.736321822982672	0.694666701861113	0.836267910817617	0.775571170228436	0.951273776982619	0.362712089015799	0.74983244549238	0.672895147583085	0.629780245418371	-0.0950041770863736	0.700531641500287	0.777780481867027	0.277852382909427	0.236912424358757	0.468737876035351	0.536117001339751	0.215881848842523	1	-0.115193775179624	0.287040340948528	0.135867081673922	0.418106233895786	-0.0783196197033599	-0.0954089113988466	0.0552683773821503	0.306907384398065	0.530508863026746	0.0372616328323504	-0.0054672947199377	-0.0440307501477811	0.275991126787935	-0.0546589873654439	0.109937155820603	0.530163127855577	0.112049245961797	-0.0503673998574125	0.0158065907133735	0.0714232961347898	0.00518791542307771	-0.0123243915162556	-0.0779969631298616
ITGAM	-0.430538373395833	-0.360113182005146	-0.411534523366776	-0.371232416412759	-0.414008020584012	-0.369118142576607	-0.105467761946613	-0.175198064405086	-0.46535537937224	-0.196242521566085	-0.0495606024804138	-0.430637770569779	0.158648537714889	-0.44957485031028	0.875320557389191	0.455790754088596	0.198396530847283	0.3681214035193	0.660515389808443	0.581668830536116	0.505489675190098	0.841001218687564	-0.115193775179624	1	0.814872779542322	0.909249508741112	0.540944542108066	0.691770498671799	0.836004263511271	0.918920870661289	0.653986610563088	-0.00849841259668234	0.719335776604746	0.886572802386307	0.898474400428062	0.735697860975922	0.889407333380154	0.888533375357289	0.316178141188168	0.830680894723815	0.8667209482254	0.904601123158946	0.866431419094479	0.897400884441369	0.89398029847515	0.827660975875726
TNFRSF1A	-0.0662429866046281	-0.00830079047857324	-0.186807433007923	-0.0276702888421855	-0.243637385442724	-0.103530435492207	0.172371664477853	0.138256204223298	-0.165244792663417	0.196076945726455	0.032532786162077	-0.18355233603174	0.385964852618645	-0.245000829552009	0.808080418239302	0.778023863584467	0.498920251735085	0.391073007977636	0.77426190577244	0.804629695828227	0.640659653210843	0.885393898991966	0.287040340948528	0.814872779542322	1	0.91234148391169	0.685120795093297	0.680465992731526	0.797732243910417	0.886429129374011	0.80263683264644	0.143673170497147	0.79511644819137	0.894672940957622	0.869987521301878	0.790510616670897	0.854386971581955	0.903307036789962	0.58504384620676	0.801560363771475	0.846219472466807	0.869155732889825	0.840886152411557	0.846340313044754	0.845265539350059	0.772715568110747
CD4	-0.21993202971922	-0.135874510563711	-0.213560165158744	-0.160455108352358	-0.238571224699934	-0.161787663457763	0.111651501000828	0.0720220492938316	-0.244752634738798	0.0625501662455634	0.0341025541724025	-0.219230137307462	0.291634756609605	-0.265365837980078	0.891634530435813	0.666958004612673	0.447985394991563	0.528239779160567	0.848001742758165	0.757189386624865	0.618665406624525	0.933696299593352	0.135867081673922	0.909249508741112	0.91234148391169	1	0.712338611812379	0.687671629338536	0.831056379089198	0.941127479528775	0.737294633317525	0.19008556680586	0.836661697592756	0.926251360180982	0.890292464855642	0.855013991809139	0.911020045223984	0.944986359083122	0.533948522718911	0.869418793699659	0.918739049651868	0.93714761993911	0.916957174397968	0.938630649146508	0.925597053972359	0.879706025817704
PTGER4	0.124389749403059	0.204228760632282	0.114804940806044	0.250021472897203	0.0767294100170463	0.244862024282771	0.305135702048216	0.560242877772434	0.154987089055385	0.358330276973726	0.0492454370485824	0.169379236301149	0.490675250268369	0.110936919818941	0.668626474979169	0.75987316471815	0.535573785203038	0.731036823899589	0.821343383977157	0.686782542273189	0.827535166466856	0.732658415396533	0.418106233895786	0.540944542108066	0.685120795093297	0.712338611812379	1	0.644861390207352	0.571030284613394	0.743536447800367	0.558991802964425	0.355772118960544	0.697723693681085	0.664181250909965	0.701861484351256	0.810314968746377	0.622603629508281	0.788400154828	0.533894245068752	0.665922378125995	0.645022592470792	0.737031959248955	0.761414113688152	0.741445840382356	0.670995198795413	0.604875339694355
ADRB2	-0.29925859749376	-0.225122183781656	-0.276295221397236	-0.193914005135897	-0.249676109163819	-0.157565725288579	-0.0352805051667334	7.22606305996557e-07	-0.263595344734854	-0.156608090413769	-0.132319865345444	-0.279355494507568	0.338222563794831	-0.247861528204206	0.744865885237241	0.561880285739866	0.0836916516136006	0.341856689996509	0.526274175378084	0.335874550717042	0.503946176645128	0.620282889264321	-0.0783196197033599	0.691770498671799	0.680465992731526	0.687671629338536	0.644861390207352	1	0.853782818844159	0.783777717066816	0.557426715373366	0.0241760592653894	0.522158871347206	0.699232881711384	0.860193805954257	0.470878456218054	0.658220403204478	0.773479035980485	0.090522396256132	0.52172872474385	0.631356795105456	0.775232994079728	0.653605994853747	0.667101792874757	0.612707204520448	0.488183076147786
VSIR	-0.39027395729432	-0.273422605045211	-0.366400081873402	-0.376071424484249	-0.319854987053483	-0.271615883800408	0.0289895382896892	-0.126235864146751	-0.414844333670607	-0.202876819648206	0.0105721032225492	-0.379393196106086	0.306822996456168	-0.39634886620241	0.882416931595047	0.557765877586619	0.223105511313817	0.261485304671682	0.650887902118915	0.510268211606142	0.462536529892553	0.796218392492379	-0.0954089113988466	0.836004263511271	0.797732243910417	0.831056379089198	0.571030284613394	0.853782818844159	1	0.886641822398015	0.663915794744601	0.0456317071620479	0.676808860979256	0.871278263450751	0.92659410107799	0.592998666384744	0.851934963319629	0.87590951448835	0.189960331641649	0.684944750259749	0.834615558679725	0.888808385011646	0.772739146129864	0.775031438528596	0.793107648697982	0.710914711462817
HAVCR2	-0.284650534274503	-0.212400109893174	-0.286918844274179	-0.211185132876635	-0.306840685783789	-0.253663207119738	0.0375798514879624	0.0194570858415769	-0.308893004034161	-0.0526217795307796	-0.0186795855496108	-0.2912656021364	0.308612860826215	-0.332358697182142	0.929785150311696	0.629523380024682	0.34883450506555	0.526209405633681	0.783873328992513	0.658542134412245	0.586522637524056	0.899774574063363	0.0552683773821503	0.918920870661289	0.886429129374011	0.941127479528775	0.743536447800367	0.783777717066816	0.886641822398015	1	0.712044295908476	0.0925311866743133	0.800528289546635	0.906882587300746	0.942740035086114	0.827023068611895	0.902839360862195	0.963552060662348	0.421095304382836	0.820956114812454	0.899440385936345	0.948155709271744	0.932018173141921	0.936024199157301	0.923891447663535	0.840444618658279
CD46	0.0792074593249312	0.167537643855388	0.00101524528784725	-0.00822848047725386	-0.00340453212803963	0.09615603734185	0.380136558874724	0.209919795372077	-0.0378788592270506	0.282084596285305	0.282248465273073	-0.0172854853007444	0.523746408841421	-0.081132834981417	0.626130252112992	0.734792239715016	0.578327340417552	0.323473894982256	0.689351221098039	0.656804601872395	0.523027786138631	0.686188449987072	0.306907384398065	0.653986610563088	0.80263683264644	0.737294633317525	0.558991802964425	0.557426715373366	0.663915794744601	0.712044295908476	1	0.335857529939945	0.645734536565927	0.688818625585999	0.713366670542736	0.611691697847435	0.63854641754835	0.763013591983223	0.414541258276527	0.606906265299587	0.611329639400717	0.657065619195616	0.618948164059842	0.615234814009413	0.595712269378448	0.52729978566565
CD47	0.511781806405581	0.680160741724044	0.620548014153511	0.256715310097998	0.602551959534853	0.557001897817624	0.775518259012202	0.565126895956722	0.444634743539575	0.50443585805078	0.660249966972282	0.576657524738834	0.689254775500141	0.432062009515019	-0.00870128494824887	0.430726773480509	0.694730204481193	0.347085643441307	0.39111083782094	0.313789854145144	0.242739633579668	0.16728518439733	0.530508863026746	-0.00849841259668234	0.143673170497147	0.19008556680586	0.355772118960544	0.0241760592653894	0.0456317071620479	0.0925311866743133	0.335857529939945	1	0.20393626274241	-0.00262128345169206	0.00901521973200988	0.264504793842462	-0.00751769712844776	0.187196968195159	0.427505535453175	0.0268407244085476	-0.00334526307724291	0.0563861517746126	0.147676062344542	0.113887495154589	0.00168040724093542	0.020818702392722
CD9	-0.322302756740384	-0.196438181634049	-0.385965353227089	-0.274418458589654	-0.393639448150672	-0.278873548860828	0.132480766863496	0.0138691180898203	-0.395089592745161	-0.0605045529622381	0.0559637514011072	-0.361271205577041	0.160138571505632	-0.448495518479075	0.826193037432598	0.475632811409131	0.398127969720724	0.52354269132023	0.909017135460003	0.81146715373305	0.465010182222331	0.827954504041871	0.0372616328323504	0.719335776604746	0.79511644819137	0.836661697592756	0.697723693681085	0.522158871347206	0.676808860979256	0.800528289546635	0.645734536565927	0.20393626274241	1	0.878332956553005	0.804257689330675	0.86263838912091	0.862985328770537	0.874274945841158	0.612848200167449	0.833140005736791	0.893331306168301	0.827707232456847	0.876670689095939	0.898434828809351	0.88619554661505	0.904099118870789
CD74	-0.380324080171793	-0.282251977466132	-0.443764538183649	-0.308910036646446	-0.437975215309992	-0.305522089355758	0.0116531702342714	-0.0796504134815747	-0.445271777349405	-0.10101145475755	-0.0275808759734046	-0.433418967676021	0.191528316481813	-0.474322174823415	0.932428421753428	0.5667255816433	0.324532271766521	0.354348911950716	0.812343727393655	0.771859339665164	0.566523150951796	0.90965070513348	-0.0054672947199377	0.886572802386307	0.894672940957622	0.926251360180982	0.664181250909965	0.699232881711384	0.871278263450751	0.906882587300746	0.688818625585999	-0.00262128345169206	0.878332956553005	1	0.937051503782601	0.793142611594119	0.972257109218572	0.938145077686015	0.446644319023345	0.897808037733232	0.968686477289818	0.953066992731518	0.893200663124549	0.920558347060687	0.939447812540203	0.89997303164947
SORL1	-0.384567999734898	-0.282104677385074	-0.43148486106556	-0.306063525743753	-0.421412796290924	-0.301485159801186	0.00980323258242374	-0.0660916994076859	-0.437224883240869	-0.149299015783088	-0.0371804527774081	-0.426984775693513	0.292864083688843	-0.456099750276912	0.943682392174758	0.597533719015188	0.249167570443921	0.409968548405858	0.744833559699282	0.632313149625736	0.578196125673999	0.849834140819926	-0.0440307501477811	0.898474400428062	0.869987521301878	0.890292464855642	0.701861484351256	0.860193805954257	0.92659410107799	0.942740035086114	0.713366670542736	0.00901521973200988	0.804257689330675	0.937051503782601	1	0.732045367654432	0.903216356170272	0.954137625901348	0.327139607621684	0.817000418531412	0.882823844209917	0.947493332929773	0.875612832782133	0.895636759088321	0.880784442559495	0.788076836338072
CANX	-0.0939617494007981	-0.0312702895096498	-0.129337978528789	0.0343158295574644	-0.184808769940019	-0.0860795908475206	0.131204889827951	0.253106862001649	-0.102031922125069	0.194284210586526	-0.0120235174861281	-0.0838861988047857	0.235680857923864	-0.1659582990282	0.761767253207337	0.587022120707737	0.494391870065685	0.681075444149605	0.854241892856276	0.818691714134027	0.676281674086996	0.865769739416967	0.275991126787935	0.735697860975922	0.790510616670897	0.855013991809139	0.810314968746377	0.470878456218054	0.592998666384744	0.827023068611895	0.611691697847435	0.264504793842462	0.86263838912091	0.793142611594119	0.732045367654432	1	0.785139465943184	0.859407216921758	0.709105439316393	0.849537732414794	0.821739077115295	0.831246788839574	0.93161624221864	0.89511597265676	0.882414445432011	0.875203800157448
AXL	-0.414241232145622	-0.31813990008315	-0.428852769167957	-0.37750816749837	-0.412887565682552	-0.340888906851511	-0.0235543328973666	-0.158541005295209	-0.473466202520398	-0.165434232021029	0.025145597661279	-0.44133328563634	0.171316597416512	-0.486535532237995	0.915779788851526	0.503640681464733	0.325729232834682	0.287137167089872	0.812024202955594	0.731425966768229	0.517095729607792	0.929597856819693	-0.0546589873654439	0.889407333380154	0.854386971581955	0.911020045223984	0.622603629508281	0.658220403204478	0.851934963319629	0.902839360862195	0.63854641754835	-0.00751769712844776	0.862985328770537	0.972257109218572	0.903216356170272	0.785139465943184	1	0.921786500274402	0.401575925794768	0.914075708458501	0.985137937287399	0.938226013694348	0.884037165991905	0.923873401181217	0.961766203324887	0.912699372995435
TSPAN14	-0.250116933393862	-0.139958703329015	-0.27074418361825	-0.189336523302665	-0.269553689925416	-0.167889243055929	0.139202691005208	0.0809220704171729	-0.28793086368406	0.00966275128462557	0.0498637130111269	-0.262236207081107	0.357359164950568	-0.318332069324491	0.926867684567036	0.678276073846416	0.430684051229705	0.521943857374067	0.862983877241079	0.750673795413471	0.657376876442205	0.924649421291784	0.109937155820603	0.888533375357289	0.903307036789962	0.944986359083122	0.788400154828	0.773479035980485	0.87590951448835	0.963552060662348	0.763013591983223	0.187196968195159	0.874274945841158	0.938145077686015	0.954137625901348	0.859407216921758	0.921786500274402	1	0.491621970308587	0.873555572129565	0.916740404875938	0.954896643906605	0.926778554648701	0.936875548773873	0.923322510537032	0.855345821539768
C1QBP	0.267067196952002	0.300251791323706	0.0893539988347032	0.307258938581119	-0.0553696134218805	0.0955495267914274	0.347568589299114	0.393697283747956	0.143497781613126	0.464769792057251	0.157524088681935	0.112713806457152	0.318888607013872	-0.0167689803974018	0.348632455047933	0.51267870989444	0.555273500124455	0.486069140744958	0.630015395821886	0.829060436985037	0.468858353226925	0.501839255210213	0.530163127855577	0.316178141188168	0.58504384620676	0.533948522718911	0.533894245068752	0.090522396256132	0.189960331641649	0.421095304382836	0.414541258276527	0.427505535453175	0.612848200167449	0.446644319023345	0.327139607621684	0.709105439316393	0.401575925794768	0.491621970308587	1	0.496909963557671	0.443698818600352	0.430860024032935	0.567338569847573	0.541960275174603	0.487059108531075	0.555065298623945
CD163	-0.274031433283145	-0.180588386162972	-0.324956643191275	-0.214204249072104	-0.329346636760145	-0.206042060652666	0.0521305594406009	-0.0112375384492384	-0.352917624614216	0.0212981017154453	0.056995659333272	-0.313663130496637	0.194882101844148	-0.384534926739095	0.84695800805333	0.507235425635539	0.41641523167759	0.371954273966354	0.805138775635673	0.774948885329005	0.65604987914164	0.909646466835496	0.112049245961797	0.830680894723815	0.801560363771475	0.869418793699659	0.665922378125995	0.52172872474385	0.684944750259749	0.820956114812454	0.606906265299587	0.0268407244085476	0.833140005736791	0.897808037733232	0.817000418531412	0.849537732414794	0.914075708458501	0.873555572129565	0.496909963557671	1	0.903362775143898	0.875332110102293	0.869325845050244	0.886559103868276	0.933598963523145	0.884613822891194
TREM2	-0.421968214473569	-0.336101569262822	-0.427057329151271	-0.338505889059723	-0.411815697190082	-0.335228161665511	-0.0572093660074375	-0.123152281217939	-0.443548679033947	-0.151215480086073	-0.0516371077916451	-0.418405501967893	0.0984611091170473	-0.453489959557236	0.911157391376657	0.490258319864406	0.303037756964347	0.364996473740218	0.842435050999042	0.741258470125963	0.520907556138567	0.938868283687581	-0.0503673998574125	0.8667209482254	0.846219472466807	0.918739049651868	0.645022592470792	0.631356795105456	0.834615558679725	0.899440385936345	0.611329639400717	-0.00334526307724291	0.893331306168301	0.968686477289818	0.882823844209917	0.821739077115295	0.985137937287399	0.916740404875938	0.443698818600352	0.903362775143898	1	0.936664445256942	0.906294760746006	0.935240054713635	0.974858337543055	0.954096016867932
LAIR1	-0.354675276281708	-0.264043115123847	-0.366667587059034	-0.232004607612918	-0.373063342497771	-0.27094649472738	-0.00678249539678901	-0.0131312381670388	-0.366698271068585	-0.0826009249123446	-0.0526725129402441	-0.354580130578599	0.238857642933977	-0.388150380237017	0.938510662625855	0.592508816353979	0.301025965636029	0.457886063535572	0.794108182317667	0.692305157376501	0.61643154804985	0.91671459024002	0.0158065907133735	0.904601123158946	0.869155732889825	0.93714761993911	0.737031959248955	0.775232994079728	0.888808385011646	0.948155709271744	0.657065619195616	0.0563861517746126	0.827707232456847	0.953066992731518	0.947493332929773	0.831246788839574	0.938226013694348	0.954896643906605	0.430860024032935	0.875332110102293	0.936664445256942	1	0.937927894653832	0.944769152554487	0.942434534506718	0.879982026664893
APLP2	-0.312130496223331	-0.232971802027693	-0.336927994467772	-0.192630452431094	-0.377387292978595	-0.304501569473383	0.00237887679103126	0.0266386599780042	-0.335825596566821	-0.0421802581305422	-0.0558391701454328	-0.314528793540127	0.201349064544984	-0.381448368522194	0.907472275382466	0.529288526598483	0.339764269124417	0.587618951525846	0.822356007517185	0.732439578554171	0.58082763723848	0.898895029040638	0.0714232961347898	0.866431419094479	0.840886152411557	0.916957174397968	0.761414113688152	0.653605994853747	0.772739146129864	0.932018173141921	0.618948164059842	0.147676062344542	0.876670689095939	0.893200663124549	0.875612832782133	0.93161624221864	0.884037165991905	0.926778554648701	0.567338569847573	0.869325845050244	0.906294760746006	0.937927894653832	1	0.973530290653856	0.952914297132066	0.924101512587687
LRP1	-0.360481686069787	-0.28157083185212	-0.375793068035081	-0.248992560938798	-0.415199783790719	-0.335112720505674	-0.0238475266575099	-0.024450746854733	-0.389804612767573	-0.0959234463309965	-0.0413170225671198	-0.372623628188488	0.178385333866797	-0.425864969037127	0.918947228470526	0.519210075038599	0.314105464329131	0.564006669131274	0.848207114865939	0.733275269494823	0.563178870100663	0.904446612120186	0.00518791542307771	0.897400884441369	0.846340313044754	0.938630649146508	0.741445840382356	0.667101792874757	0.775031438528596	0.936024199157301	0.615234814009413	0.113887495154589	0.898434828809351	0.920558347060687	0.895636759088321	0.89511597265676	0.923873401181217	0.936875548773873	0.541960275174603	0.886559103868276	0.935240054713635	0.944769152554487	0.973530290653856	1	0.964570644542381	0.93080575191453
CD81	-0.394153326981857	-0.319626284057817	-0.412912735403531	-0.292937962739569	-0.42445575664223	-0.359463012434902	-0.0673116496560767	-0.101783994654196	-0.428324108558414	-0.124828867831519	-0.0660912635724839	-0.403293013599713	0.109856880241516	-0.454477679390191	0.917003636280207	0.480945269477639	0.309730905861786	0.445407329548533	0.82448498374101	0.735136258676476	0.548615820024811	0.94237795392169	-0.0123243915162556	0.89398029847515	0.845265539350059	0.925597053972359	0.670995198795413	0.612707204520448	0.793107648697982	0.923891447663535	0.595712269378448	0.00168040724093542	0.88619554661505	0.939447812540203	0.880784442559495	0.882414445432011	0.961766203324887	0.923322510537032	0.487059108531075	0.933598963523145	0.974858337543055	0.942434534506718	0.952914297132066	0.964570644542381	1	0.961874821218626
CD63	-0.449621584433198	-0.376257740115537	-0.449455709284029	-0.332221443860857	-0.450888892280091	-0.392450065515386	-0.10616838287442	-0.126779325822079	-0.4534069869333	-0.158379391517086	-0.0998170155471067	-0.421139231231441	-0.0284681657607441	-0.468500077601052	0.859743361122495	0.363935920963053	0.257778527975943	0.458739402090206	0.82970876991775	0.739436575913918	0.462236388035979	0.884331387374525	-0.0779969631298616	0.827660975875726	0.772715568110747	0.879706025817704	0.604875339694355	0.488183076147786	0.710914711462817	0.840444618658279	0.52729978566565	0.020818702392722	0.904099118870789	0.89997303164947	0.788076836338072	0.875203800157448	0.912699372995435	0.855345821539768	0.555065298623945	0.884613822891194	0.954096016867932	0.879982026664893	0.924101512587687	0.93080575191453	0.961874821218626	1
