""	FPR1	SIGLEC10	TNFRSF1A	CD86	TFRC	APLP2	TLR2	C5AR1	CCR1	CANX	CD81	PILRA	INSR	ACTR2	KCNQ3	LILRB1	PTPRA	P2RY12	LRP1	TLR4	SIRPA	TLR1	ADRB2	BMPR2	TLR7	HAVCR2	ITGAV	PLXNB2	SORT1	RHBDF2	ITGB1	TMIGD3	ENG	PTPRC	ADORA3	ITGAM	ADCY7	LPP	SORL1	VSIR	IL6R	PILRB	CD33	C5AR2	ITGB2	CD4	C3AR1	CXCR4	CD69	TNFRSF1B	TREM2	ABCA1	CD46	ITGAX	C1QBP
PLXNB2	0.650726884640627	0.639740629595001	0.592579434539593	0.595518294743673	0.517959032729501	0.707725827963208	0.3631051264722	0.442836207324313	0.374342582569238	0.492426787981133	0.701321671956527	0.327066032028059	0.57185470180643	0.344843194451071	0.434395984392365	0.560000510015557	0.473744712948113	0.452406602957477	0.55892181807718	0.160784883098393	0.562644427021892	0.203271724208161	0.579952668367448	0.513188308077258	0.702064353417947	0.520170635009863	0.259420414598851	1	0.444813297225605	0.676599693080143	0.501491801827584	0.566279114545597	0.230694852852488	0.564864791101294	0.369331026283041	0.520230902026335	0.574570552580828	0.645269427440215	0.617936644210142	0.727418819345789	0.280230747210799	0.342473921008967	0.474632485005854	0.169439746759239	0.655962830453597	0.532102983114609	0.761203582624239	0.443419637277587	0.456648258830967	0.532558840503925	0.55725015819625	0.454920580984796	0.392031183783612	0.481331853078731	0.521595207843494
SORT1	0.73191677880249	0.770995345072901	0.748319157884963	0.74539926641178	0.596803917242082	0.726806861073506	0.759809773391744	0.731656688909758	0.761165675259726	0.563399940770135	0.595256516165505	0.516558352632979	0.476117128140056	0.86043266423515	0.759050617264394	0.566075987328967	0.354687139724259	0.638208986982464	0.698277855137859	0.0738101432030513	0.65441210246053	0.682989654841287	0.629812471517883	0.799687108071279	0.543566994516679	0.713244328302166	0.598757242431601	0.444813297225605	1	0.783091949677373	0.754161782938591	0.72492194087241	0.841409460035216	0.846843206852907	0.886235999994402	0.424492558599488	0.69842745953024	0.365223283534807	0.855781151232852	0.695539865480463	0.736616633177554	0.293302264934991	0.0449657362697427	0.739572514069645	0.644751562409505	0.846757611833566	0.587047750040127	0.774529674614795	0.749485145847457	0.703638540454423	0.751968467864908	0.686259222458061	0.620727473878494	0.778618846669311	0.38696084442696
RHBDF2	0.719977085785327	0.847369288284605	0.824618550531228	0.79312962605449	0.824777672966048	0.803824413500337	0.634825474296336	0.813622374621259	0.654611318919887	0.617257953644762	0.850673223758235	0.483067449598239	0.771984224871409	0.669882527846217	0.864569499210348	0.629881240862119	0.692700950880364	0.6568945587078	0.627779209494852	0.0776724805671633	0.565521320390964	0.310926508101136	0.683934958091845	0.706772103279109	0.676456075451186	0.632334319511136	0.441076209802475	0.676599693080143	0.783091949677373	1	0.687445531947337	0.741967479309395	0.526815361167885	0.881832205981949	0.782909521316282	0.691322433023281	0.815731130792191	0.628256766834975	0.949526890147984	0.880242386344175	0.609612364124023	0.54281370664711	0.408059172258922	0.432394496868943	0.702613400875491	0.79844911696208	0.619085106571026	0.724732578133602	0.555668753961306	0.735897471526898	0.8205219282232	0.716355451396405	0.451303768258909	0.716182429118803	0.535585060234514
ITGB1	0.736610330636474	0.746180502878821	0.886193418065597	0.677415058633263	0.476586038043389	0.843329633392595	0.676166245959382	0.659734280073183	0.742215108113364	0.767669218320582	0.75276067847021	0.462570834662587	0.395957928086793	0.800670726827464	0.528328243968039	0.809108845413744	0.465270459107518	0.301410099296002	0.913225241607895	0.037702286194463	0.549678880412911	0.589231932075591	0.685528429476807	0.844993092395343	0.621094909261699	0.565859729219818	0.755751151490755	0.501491801827584	0.754161782938591	0.687445531947337	1	0.741378849590592	0.59710864991194	0.828367705827088	0.794147487678243	0.410786420493602	0.782326443681373	0.369503148461134	0.776173725283434	0.667963332067514	0.638267016692056	0.0903806235132318	0.223054730609564	0.609543151244394	0.822947701513913	0.678922367187237	0.730648399038954	0.894632568823326	0.883181501784663	0.817278020566324	0.809924910219215	0.610393667751939	0.805228351571349	0.658061546589877	0.536100030035661
TMIGD3	0.935365507715224	0.790382223962817	0.750660134300851	0.651977552578649	0.633474216373423	0.793258044630269	0.65221481296226	0.692637488901235	0.826777928497641	0.478627664023348	0.709546232565349	0.326421064085658	0.450919014539343	0.805626444199867	0.522549016685186	0.609407540234205	0.388622329533572	0.54648832958452	0.805861614601338	0.0466704191535043	0.678989975339081	0.547730282884974	0.70723840541849	0.822667441555522	0.738843016724906	0.644150453954779	0.737385328591466	0.566279114545597	0.72492194087241	0.741967479309395	0.741378849590592	1	0.567300272867666	0.720921154436795	0.800313082602865	0.426013061930282	0.773452714374424	0.271792565633406	0.764325665131596	0.792431081285021	0.735829845064241	0.0652715964739786	0.182053508716402	0.719483717617845	0.864233894762208	0.681181563325108	0.696782408482786	0.757622087225155	0.809779407564238	0.747955613722313	0.876949941262821	0.55344608909506	0.442331609395826	0.687748056255479	0.603576823097156
ENG	0.636351379956138	0.527295279596524	0.592051340212804	0.600772861231018	0.293596612169888	0.586267069425849	0.782707710572422	0.516974198597787	0.712492078105779	0.345584511824593	0.316072649802468	0.359798888963477	0.248206125112634	0.845547837103891	0.596578010383118	0.339519262570985	0.0302296262158345	0.600090955526228	0.606319097748317	0.120130283706119	0.61113869332521	0.768171645340292	0.573346506898177	0.685439149441683	0.298091027938954	0.706804596965508	0.616863684597491	0.230694852852488	0.841409460035216	0.526815361167885	0.59710864991194	0.567300272867666	1	0.662498881152505	0.802023806879305	0.188043328275285	0.507538328415504	0.235239452238752	0.66254118974373	0.516604837445805	0.771531261157505	0.0798018778095399	-0.279669367938455	0.722647725811854	0.502687585146042	0.761168937366004	0.432832458771978	0.649184442741147	0.661951005282405	0.621413339562915	0.644049529166731	0.558004583113285	0.635303321990005	0.682938713440307	0.368752067375487
PTPRC	0.751690552121237	0.770622976113614	0.916153352934603	0.749937498343395	0.693430870307057	0.877782874873275	0.715737850344423	0.786949316100862	0.708352347946768	0.802705420833547	0.822715591514463	0.629457322703249	0.590704914930786	0.74405112188381	0.776866940821468	0.666984012190234	0.670489417519935	0.542361752293172	0.729182456739106	0.122512671878652	0.504800630194121	0.513739279805227	0.584910353965698	0.806371126994961	0.61865969994192	0.525035813600415	0.5587174384218	0.564864791101294	0.846843206852907	0.881832205981949	0.828367705827088	0.720921154436795	0.662498881152505	1	0.804140097581195	0.645281183455389	0.876302675205235	0.568672106737665	0.900636088345231	0.794117074057196	0.590122869576746	0.508146764484579	0.34859428792996	0.587101630087043	0.75714725295309	0.829091877686502	0.755520011436396	0.834454144407818	0.726347885223621	0.802903679380429	0.834840487385458	0.721650983364535	0.692809577469457	0.814179347801887	0.424349698182559
ADORA3	0.777980515021045	0.802070683997267	0.782523349011142	0.795494563809931	0.552720081584308	0.730480916167357	0.816593707543723	0.741315497603087	0.886680826726979	0.496972512133099	0.610700340293974	0.439170209715024	0.51654766576186	0.94324156250804	0.726880421386586	0.568712835399862	0.308218226668503	0.653721068087469	0.77699102460274	0.0428408126969239	0.657487426554495	0.680224597728351	0.734387745508357	0.801235714272529	0.511372702650571	0.775393413849448	0.759651047529287	0.369331026283041	0.886235999994402	0.782909521316282	0.794147487678243	0.800313082602865	0.802023806879305	0.804140097581195	1	0.42789708620451	0.699362472465118	0.248926918836559	0.854106557859281	0.733065260601599	0.854508884530214	0.128845102407854	-0.0690404214531641	0.76602069892328	0.739939327400533	0.877189101265204	0.529005298565844	0.796818876655325	0.754570691507439	0.787911676320065	0.863541042472937	0.668859568483284	0.562185692566944	0.787864195207702	0.504673325610914
ITGAM	0.458445025669133	0.524968140065519	0.618153396337349	0.557542327827442	0.60488862530002	0.49547003310035	0.531213529525973	0.585072041815255	0.394811521861836	0.556797471661819	0.71890474948981	0.506128983330734	0.559488073814489	0.315802226510969	0.572343053592391	0.50264232765424	0.527513602098678	0.436405346197828	0.385419915163193	0.423338266773246	0.206572557500001	0.160412639648437	0.334101085784891	0.494617087400108	0.320244705138059	0.222917277434828	0.238142034876967	0.520230902026335	0.424492558599488	0.691322433023281	0.410786420493602	0.426013061930282	0.188043328275285	0.645281183455389	0.42789708620451	1	0.559560863704343	0.553640737041912	0.600295957287687	0.63711394181083	0.253197464394782	0.593808353700775	0.451280659160107	0.132151370431005	0.521798038025397	0.53566232466451	0.595133057502284	0.418725291255442	0.328507241911248	0.604183821212367	0.577684124472404	0.423409446678024	0.315898608141226	0.630188295018318	0.323908851933214
ADCY7	0.753479148916065	0.771546412862393	0.827591872346366	0.686836993309247	0.658842094795083	0.850073395208946	0.531624160396721	0.663362512036449	0.695790212822555	0.788606998135964	0.838659544909679	0.592659236747234	0.459378632235487	0.680029474306595	0.647168795931192	0.708502231075506	0.715176071423824	0.468260036542868	0.712299622384485	0.0966074602330162	0.471744154345486	0.378618421979242	0.531954457347578	0.727763561567134	0.752224277580872	0.423418145125549	0.528712684841069	0.574570552580828	0.69842745953024	0.815731130792191	0.782326443681373	0.773452714374424	0.507538328415504	0.876302675205235	0.699362472465118	0.559560863704343	1	0.461465973216081	0.835977731896667	0.783252587720545	0.502886154494364	0.47999268442535	0.503076327110122	0.478671896333001	0.752092437532706	0.692672192684954	0.76827754935235	0.732170360359399	0.669570669429092	0.667302746444601	0.822124419579733	0.517884469564288	0.631930278342703	0.646830445400055	0.36041057234411
LPP	0.313529602759069	0.437790613542825	0.478184193149895	0.3519146798767	0.457125819043384	0.545868012744948	0.377352921164954	0.367947576877942	0.150417684690935	0.453511722970411	0.544761379693347	0.221390764977892	0.450223504341879	0.225748536098181	0.557108859318257	0.557769521771278	0.581369629243379	0.327760172193288	0.391763487265724	0.358628829349366	0.249907954961265	0.126177255474324	0.435271273107144	0.400495777056506	0.365950240349274	0.343823276980735	0.0459694787635842	0.645269427440215	0.365223283534807	0.628256766834975	0.369503148461134	0.271792565633406	0.235239452238752	0.568672106737665	0.248926918836559	0.553640737041912	0.461465973216081	1	0.572304031374415	0.554928737666625	0.182635944738445	0.467178125473997	0.49882587695176	-0.0230202509652407	0.309478132661968	0.335499199282328	0.478870174584846	0.435929832302858	0.288895832678937	0.454216802917696	0.319356656712301	0.376025389248738	0.44316062895182	0.443630377388572	0.414362904530009
SORL1	0.745036424326717	0.870110225060914	0.864312188028835	0.793265161317546	0.790148847087781	0.833665369664992	0.680794767761279	0.832317863632853	0.710258940585951	0.653099957425756	0.833803156297523	0.504601995496385	0.678950522543289	0.767164787591993	0.908013302003607	0.675736464134302	0.640943725013345	0.633701992541654	0.706170772684162	-0.0137472684668969	0.636903343738551	0.394394619947836	0.711576916744267	0.78996530053062	0.673526579238234	0.689812453516963	0.5177872204407	0.617936644210142	0.855781151232852	0.949526890147984	0.776173725283434	0.764325665131596	0.66254118974373	0.900636088345231	0.854106557859281	0.600295957287687	0.835977731896667	0.572304031374415	1	0.854424696141368	0.654430399972308	0.442447161625568	0.335277472321484	0.520043598257333	0.698714311388992	0.825773673430199	0.629888389433697	0.794743126875679	0.65054839621285	0.727583806683222	0.856794522525943	0.768234447932338	0.542728279872587	0.706893703842692	0.564001486981443
VSIR	0.795578971491583	0.896399404209399	0.759458905913873	0.808276143781456	0.67448059149878	0.754136613128566	0.588533674712664	0.606609415712434	0.642487294669318	0.504637765134397	0.764798334833083	0.521077402147269	0.686409804153115	0.717038721053141	0.690993406463255	0.567559370176997	0.555470896832993	0.790185371949866	0.636685217492569	0.210881486504632	0.535198970891145	0.35320824470759	0.774115052028083	0.666435922913206	0.690335857382847	0.690202387845559	0.433947202317645	0.727418819345789	0.695539865480463	0.880242386344175	0.667963332067514	0.792431081285021	0.516604837445805	0.794117074057196	0.733065260601599	0.63711394181083	0.783252587720545	0.554928737666625	0.854424696141368	1	0.652881826112908	0.436952577820871	0.335517984301916	0.400925572045827	0.756616232123975	0.789094908830259	0.663079582797811	0.59393143578982	0.55433862328339	0.703922801253226	0.815095817032078	0.523259384237334	0.489361692060566	0.744431350688223	0.557972713250597
IL6R	0.721943907230397	0.654545043601303	0.620526277394487	0.635918434521485	0.364979966498099	0.596718813771431	0.786934749796658	0.514085279941882	0.805461686587531	0.188672232977786	0.352503754217234	0.0710019529895084	0.408950070268858	0.886564440403479	0.504967218215149	0.459428827761418	0.0251759532899002	0.640682719992218	0.698247666423736	0.18148990792656	0.63766119781188	0.69486337069196	0.834323050175444	0.647349749794454	0.422685871084925	0.839698489732089	0.800735331576321	0.280230747210799	0.736616633177554	0.609612364124023	0.638267016692056	0.735829845064241	0.771531261157505	0.590122869576746	0.854508884530214	0.253197464394782	0.502886154494364	0.182635944738445	0.654430399972308	0.652881826112908	1	-0.0636762307976452	-0.326619612380035	0.673848851684379	0.653270124326351	0.695751177476019	0.355936118146986	0.696499325618964	0.666516786809913	0.774119486891282	0.720335093158264	0.497765885083675	0.465673319040678	0.628549206348608	0.585556407603151
PILRB	0.0795298492085241	0.30977390584742	0.357070119879359	0.34800514787326	0.502449626124048	0.313040426266281	0.0264856638926032	0.332257425114015	0.0307163787843437	0.464182059867958	0.467830528474016	0.558960599857595	0.43772279337894	0.0204990249231291	0.530501533505459	0.116432790638582	0.589453000870557	0.403310988352396	-0.0772081958127047	0.168042378007887	-0.0110356492214563	-0.20091592448602	0.000788010200633477	0.0587687471215013	0.315971711052216	-0.0393765134129931	-0.25687666948807	0.342473921008967	0.293302264934991	0.54281370664711	0.0903806235132318	0.0652715964739786	0.0798018778095399	0.508146764484579	0.128845102407854	0.593808353700775	0.47999268442535	0.467178125473997	0.442447161625568	0.436952577820871	-0.0636762307976452	1	0.50940478361201	-0.127850084006043	0.114109109840754	0.414161695314621	0.309741532356483	0.0940485615748086	-0.0989230125497142	0.126343774632591	0.202798998541515	0.277259113771886	0.170685889814081	0.295601343233838	-0.158316499193069
CD33	0.152454279150962	0.294436750971698	0.309885100997798	0.157986264345292	0.510296676621619	0.347321517812124	-0.17533479910492	0.285676078398607	-0.115663689557768	0.556724902959863	0.627165081553116	0.426704312821465	0.309018922332973	-0.140451984988577	0.298662097055788	0.398695916255491	0.781175535020943	-0.0727073907944179	0.0973346760518768	-0.104101500855364	-0.117394158891491	-0.393947164104576	-0.0401549732098291	0.163172918626315	0.392908371203402	-0.209851803736975	-0.252855935509183	0.474632485005854	0.0449657362697427	0.408059172258922	0.223054730609564	0.182053508716402	-0.279669367938455	0.34859428792996	-0.0690404214531641	0.451280659160107	0.503076327110122	0.49882587695176	0.335277472321484	0.335517984301916	-0.326619612380035	0.50940478361201	1	-0.28051892212374	0.18217029121131	0.00459540973674591	0.438118516073686	0.161997009397761	0.0441864201364202	0.0607643700594277	0.225966948786041	0.0992809403802797	0.144879050381146	0.0538188008235963	0.122247132728097
C5AR2	0.697237926059946	0.445016377938451	0.571336290476623	0.412067276370579	0.246858444172528	0.552741622628597	0.654425825921688	0.555853232380043	0.791192766720501	0.402386579571479	0.316781813110307	0.311201153900687	0.0979626627166678	0.799995707729753	0.354447153944607	0.322239637307897	0.0402072950686873	0.388467544082089	0.643219648539902	0.019397202048951	0.577184641990816	0.825606701641816	0.374844058330256	0.731308964707332	0.389487889363521	0.470905852577353	0.771023895131132	0.169439746759239	0.739572514069645	0.432394496868943	0.609543151244394	0.719483717617845	0.722647725811854	0.587101630087043	0.76602069892328	0.132151370431005	0.478671896333001	-0.0230202509652407	0.520043598257333	0.400925572045827	0.673848851684379	-0.127850084006043	-0.28051892212374	1	0.630231374542009	0.646331838598839	0.47757090330685	0.664920419684198	0.765696021414245	0.583866189802713	0.622601021078589	0.555840417253928	0.43707062654241	0.627638040825571	0.189579028502592
ITGB2	0.918371132917157	0.721055897726307	0.841292700463187	0.735964548262264	0.514684618896479	0.875185347891628	0.692239057431294	0.69756959658212	0.83516425012877	0.642189539379209	0.790985893381808	0.416358487192032	0.535994087774416	0.732463080942585	0.42571662083447	0.641511465357561	0.364435115738147	0.451507379367	0.847246240237294	0.101897545735176	0.673277948326058	0.545151686287693	0.688108570911916	0.813090107067941	0.672552981624406	0.581852635609541	0.77801071981438	0.655962830453597	0.644751562409505	0.702613400875491	0.822947701513913	0.864233894762208	0.502687585146042	0.75714725295309	0.739939327400533	0.521798038025397	0.752092437532706	0.309478132661968	0.698714311388992	0.756616232123975	0.653270124326351	0.114109109840754	0.18217029121131	0.630231374542009	1	0.734826503794553	0.820049822921217	0.786849011847509	0.826477487948256	0.869076206042961	0.900520794884294	0.624257660503471	0.580436825604434	0.702526084392257	0.608820956167968
CD4	0.744569117212257	0.780926005489431	0.760126487904997	0.885539738251324	0.54874666751559	0.746181711901101	0.73957401413301	0.698050626190718	0.810485849484266	0.558489196054597	0.652573847070584	0.626240697414242	0.597280049319872	0.807774619099413	0.732529188242082	0.431277496398155	0.345361582039469	0.783802848298104	0.637386019992469	0.129512569468655	0.666979828653273	0.594524319950121	0.634808164784339	0.712176038528551	0.536818531220927	0.708288464997525	0.548545634193047	0.532102983114609	0.846757611833566	0.79844911696208	0.678922367187237	0.681181563325108	0.761168937366004	0.829091877686502	0.877189101265204	0.53566232466451	0.692672192684954	0.335499199282328	0.825773673430199	0.789094908830259	0.695751177476019	0.414161695314621	0.00459540973674591	0.646331838598839	0.734826503794553	1	0.634938236159628	0.635043103130338	0.607576991919681	0.722994391175247	0.806283349821637	0.686797349022532	0.566792565499449	0.827963251938974	0.353278298838452
C3AR1	0.783685986436689	0.598202529889002	0.774437644065633	0.610999552476337	0.439900706998663	0.840457412111161	0.552232843710129	0.537558144286478	0.620513001087617	0.781427021261193	0.773434199280491	0.584338309256914	0.325090897389736	0.55666268172311	0.382443322085369	0.681384343888457	0.464546545790229	0.324245927602552	0.744527807961692	0.267665704395144	0.495906160479584	0.502552329090746	0.434996693054922	0.742101010199342	0.652326238901802	0.364056595299962	0.536630835578943	0.761203582624239	0.587047750040127	0.619085106571026	0.730648399038954	0.696782408482786	0.432832458771978	0.755520011436396	0.529005298565844	0.595133057502284	0.76827754935235	0.478870174584846	0.629888389433697	0.663079582797811	0.355936118146986	0.309741532356483	0.438118516073686	0.47757090330685	0.820049822921217	0.634938236159628	1	0.651118688562859	0.735796434127351	0.704868485119053	0.725824753163622	0.456944505021594	0.706541170200389	0.653805043225343	0.396041116770518
CXCR4	0.747316014763983	0.638650353110303	0.891095963986126	0.587740302725188	0.583557832399984	0.864636819074646	0.75890746597045	0.808941030415407	0.755789099329119	0.694543492104699	0.723537027492982	0.26583522918148	0.479401792742697	0.763201483109517	0.620883101647693	0.740347184552289	0.415347893268234	0.270824526109364	0.864358618955763	-0.0480625612199416	0.613103849465713	0.582472839479913	0.672196065199606	0.8614157261992	0.545482720967065	0.573932099136318	0.80274998985184	0.443419637277587	0.774529674614795	0.724732578133602	0.894632568823326	0.757622087225155	0.649184442741147	0.834454144407818	0.796818876655325	0.418725291255442	0.732170360359399	0.435929832302858	0.794743126875679	0.59393143578982	0.696499325618964	0.0940485615748086	0.161997009397761	0.664920419684198	0.786849011847509	0.635043103130338	0.651118688562859	1	0.877058994876348	0.871392236522984	0.815911733909975	0.759176404163222	0.648899135712497	0.624025997171286	0.636323949393943
CD69	0.814150414866934	0.624186187603416	0.764398049581017	0.561615124278562	0.410217142157209	0.783451410160861	0.752326414814109	0.629806268088091	0.804232421631672	0.598513408893518	0.608578823551982	0.307572709966769	0.253486384128087	0.800796676090918	0.384807490382381	0.743667089502157	0.23965267491793	0.270215290777244	0.940348736871365	0.115211218442682	0.654347441693894	0.766732925252848	0.637726091694151	0.904519917406642	0.555781195102225	0.581645952497358	0.84715907748634	0.456648258830967	0.749485145847457	0.555668753961306	0.883181501784663	0.809779407564238	0.661951005282405	0.726347885223621	0.754570691507439	0.328507241911248	0.669570669429092	0.288895832678937	0.65054839621285	0.55433862328339	0.666516786809913	-0.0989230125497142	0.0441864201364202	0.765696021414245	0.826477487948256	0.607576991919681	0.735796434127351	0.877058994876348	1	0.809818589304907	0.76616298069762	0.567661964178478	0.705488769436083	0.693427865974117	0.560219262557749
TNFRSF1B	0.810944110870997	0.647869292796559	0.855627849550255	0.713065821096965	0.51490519563583	0.822648685228498	0.860138126365038	0.71790649711507	0.788250835823618	0.576498826223536	0.707122663266274	0.287551971616144	0.577450814548581	0.759529868113401	0.532338959176246	0.676921375058438	0.304801842183931	0.447731115476431	0.847362331959724	0.26130278023958	0.574409061315161	0.631485644315477	0.759432222581108	0.80767334216281	0.474422648737255	0.651430212175223	0.805351817109536	0.532558840503925	0.703638540454423	0.735897471526898	0.817278020566324	0.747955613722313	0.621413339562915	0.802903679380429	0.787911676320065	0.604183821212367	0.667302746444601	0.454216802917696	0.727583806683222	0.703922801253226	0.774119486891282	0.126343774632591	0.0607643700594277	0.583866189802713	0.869076206042961	0.722994391175247	0.704868485119053	0.871392236522984	0.809818589304907	1	0.850438189463435	0.650242304424683	0.648882669057921	0.768364945448916	0.685748842505785
TREM2	0.910183835779593	0.791636572707727	0.878562790584967	0.814490532135928	0.665761456898889	0.854448766178309	0.749917089676172	0.820248004788238	0.856065761701379	0.626713531009702	0.835774896095095	0.479671509942533	0.622532951846336	0.811740568307682	0.680399670725801	0.630014953719117	0.461760040751983	0.550861062824043	0.794138689803953	-0.0161730167632261	0.641466052726948	0.488593831263641	0.698097684787683	0.852770911782019	0.609845546952664	0.644417092122841	0.730938111596629	0.55725015819625	0.751968467864908	0.8205219282232	0.809924910219215	0.876949941262821	0.644049529166731	0.834840487385458	0.863541042472937	0.577684124472404	0.822124419579733	0.319356656712301	0.856794522525943	0.815095817032078	0.720335093158264	0.202798998541515	0.225966948786041	0.622601021078589	0.900520794884294	0.806283349821637	0.725824753163622	0.815911733909975	0.76616298069762	0.850438189463435	1	0.694838253527858	0.537458318020766	0.727926365521898	0.664205728134395
ABCA1	0.5907452930495	0.520428052584119	0.774100565542719	0.548687326862639	0.683696800803096	0.724986771164542	0.604192791884534	0.900112645167477	0.60145444746048	0.566986777373931	0.680491307606382	0.260031150413939	0.666746570038197	0.518112198828292	0.720700781314678	0.389866537816904	0.403900012188038	0.36010312708373	0.539638203002693	-0.315602612379038	0.705807502327005	0.311599725840374	0.50236043731476	0.678691770213851	0.488232675128486	0.504313430625101	0.506685419887555	0.454920580984796	0.686259222458061	0.716355451396405	0.610393667751939	0.55344608909506	0.558004583113285	0.721650983364535	0.668859568483284	0.423409446678024	0.517884469564288	0.376025389248738	0.768234447932338	0.523259384237334	0.497765885083675	0.277259113771886	0.0992809403802797	0.555840417253928	0.624257660503471	0.686797349022532	0.456944505021594	0.759176404163222	0.567661964178478	0.650242304424683	0.694838253527858	1	0.31021490929105	0.504972783631934	0.497126792964086
CD46	0.513402689882211	0.4872321311654	0.677103442975078	0.514707480858058	0.116549533728652	0.677525967941066	0.568712686491072	0.301133553511365	0.514359734978333	0.706885130627958	0.501035534059767	0.537279140500951	0.0730904519629224	0.668001390906092	0.328591138390288	0.658673516219033	0.288075540752136	0.234625032821694	0.734676413062067	0.371315258915344	0.317912668118035	0.638147553257378	0.468017921137177	0.629959659171567	0.398996490021661	0.390712129011602	0.535203649764253	0.392031183783612	0.620727473878494	0.451303768258909	0.805228351571349	0.442331609395826	0.635303321990005	0.692809577469457	0.562185692566944	0.315898608141226	0.631930278342703	0.44316062895182	0.542728279872587	0.489361692060566	0.465673319040678	0.170685889814081	0.144879050381146	0.43707062654241	0.580436825604434	0.566792565499449	0.706541170200389	0.648899135712497	0.705488769436083	0.648882669057921	0.537458318020766	0.31021490929105	1	0.589925145297282	0.267667001223607
ITGAX	0.745162318074283	0.718393331463378	0.684624729632734	0.757612581736393	0.518223327533764	0.655679299445704	0.832224529404987	0.590364127056812	0.721919762649016	0.498058235645949	0.586326886045538	0.58380994464723	0.50159801328803	0.754095011887825	0.581875507799218	0.485609258932446	0.356180051968988	0.706934365692627	0.682092471351288	0.40476311221481	0.496931744185436	0.692657671188177	0.597630735874658	0.735359239182044	0.416592107829084	0.619252849823881	0.55152041487855	0.481331853078731	0.778618846669311	0.716182429118803	0.658061546589877	0.687748056255479	0.682938713440307	0.814179347801887	0.787864195207702	0.630188295018318	0.646830445400055	0.443630377388572	0.706893703842692	0.744431350688223	0.628549206348608	0.295601343233838	0.0538188008235963	0.627638040825571	0.702526084392257	0.827963251938974	0.653805043225343	0.624025997171286	0.693427865974117	0.768364945448916	0.727926365521898	0.504972783631934	0.589925145297282	1	0.371319655455742
C1QBP	0.634087314708007	0.550235048373772	0.559513912695593	0.533916615258991	0.536450363170019	0.604705412163453	0.58993367234986	0.552943590376534	0.479797627962459	0.151256203394583	0.558451802327055	-0.111857533813128	0.604563276838202	0.466918971072647	0.439757633566658	0.55208328612457	0.196640557494129	0.272997548711571	0.642796726992655	-0.0825579210970083	0.570598952233381	0.203936887974524	0.792313152736734	0.585976600774133	0.375473081846148	0.688388481375556	0.527953387870366	0.521595207843494	0.38696084442696	0.535585060234514	0.536100030035661	0.603576823097156	0.368752067375487	0.424349698182559	0.504673325610914	0.323908851933214	0.36041057234411	0.414362904530009	0.564001486981443	0.557972713250597	0.585556407603151	-0.158316499193069	0.122247132728097	0.189579028502592	0.608820956167968	0.353278298838452	0.396041116770518	0.636323949393943	0.560219262557749	0.685748842505785	0.664205728134395	0.497126792964086	0.267667001223607	0.371319655455742	1
