""	CD2	CD3D	CCR4	CD3G	CXCR3	CD8A	KLRD1	CD44	DPP4	CD8B	CD247	CCR5	KLRC1	CD69	CXCR4	ITGA4	KLRK1	F2R	KLRB1	ADGRE5	CD53	ITGB2	ITGAL	SIRPG	ITGB1	CD47	TNFRSF1A	CD226	TNFRSF14	CD4	FAS	TFRC	ADRB2	PTPRC	TGFBR3	ICOS	LAG3	TRADD	TNFRSF1B	PILRB	CLEC2D	IGF2R	PTGDR	S1PR4	PDCD1	ADCY7	HLA.DPA1	SEMA4C	ERAP1	PTGER4	LDLR	SLC16A1	NOTCH1	CADM1	CRTAM	CD81	PTPRA	TSPAN5	HAVCR2	SMAP1	CANX	LPP	TSPAN14	APLP2	VSIR	SORL1	CD74	LAMP1	C1QBP
ITGAL	0.780435164591903	0.816687531136324	0.952984316277076	0.797817113166666	0.906182284327144	0.727681963339432	0.739990736827888	0.756110757671149	0.636786910673429	0.831085426993852	0.756433064316076	0.149529277159661	0.927739980781158	0.728435569745625	0.81393263542967	0.934384244376163	0.868650039036255	0.932390842975888	0.745668963500397	0.855199385149415	0.726337241517897	0.431234397211073	1	0.926080598291476	0.909186982552566	0.962516881520539	-0.286243901016635	0.921326664170798	0.960254853817669	0.0971482853052087	0.775290344987983	0.684724229970508	0.899835978666889	0.920349319519967	0.735322235602262	0.916738725449359	0.646737551709968	0.534617091084999	0.790236760069484	0.759664450007832	0.762121239391645	0.898601989699868	0.676624470705989	0.532408920343311	0.599049046621795	0.793489411748055	-0.328311408269947	0.703882211467361	0.851278154508794	0.880231638646591	0.908061974313754	0.761158962584056	0.847441990030966	-0.0254965906574962	0.385160124120259	0.0309414280365237	0.867419050784498	0.836656267211202	0.261356038721155	0.744778217997222	0.359193428559148	0.635478586652059	0.603965030645964	0.243089297391127	-0.199031171468589	0.0884856150880375	-0.284003044729555	0.305483746721599	0.374722345624224
SIRPG	0.892241221597809	0.920745117161195	0.976309751181547	0.92104561410096	0.961656761469077	0.830288942759818	0.852415488760795	0.885683749575436	0.805115962834072	0.897811403518978	0.898566323379003	0.186400353294206	0.981901040901726	0.875603688322798	0.912300512584447	0.892292857456654	0.952765418482927	0.937240709581488	0.922835510057594	0.951304064036817	0.834624410989161	0.508927833380132	0.926080598291476	1	0.925839135690426	0.897590975171258	-0.240924952801507	0.977379765676831	0.851304537421987	0.101284194711314	0.913261007973513	0.595436711024563	0.748298820017008	0.938507753643075	0.917272990486971	0.990842729782667	0.70793972757785	0.574111210156192	0.684641936330647	0.635324479281	0.868415694335877	0.918833112022313	0.75575426842444	0.621725079076722	0.577798489550731	0.754889355060087	-0.428793913945472	0.86690386482072	0.742465183513998	0.980749818450467	0.940174765498339	0.812968815967429	0.876615477536962	-0.170571266975639	0.299036531913252	-0.126010352316126	0.821579674154787	0.954237503435773	0.0639085274108978	0.617602114481646	0.17292632297149	0.442794648436117	0.451297570663855	0.100867682665836	-0.441667306511915	-0.0249700450643422	-0.443728413496442	0.102388492633976	0.420633638996018
ITGB1	0.711739579168809	0.748761524121143	0.899066236808716	0.761155090979454	0.878788309917123	0.623816809873469	0.707175232101728	0.735863137688884	0.662058327621562	0.753798717300305	0.708122924685117	0.00898269434147984	0.928806187972838	0.726806490040459	0.817300587617246	0.883767502896962	0.803859969189164	0.89737007054463	0.806237555471433	0.823017163140097	0.731146297220763	0.448551678015069	0.909186982552566	0.925839135690426	1	0.920707206624359	-0.164883343162712	0.89555902988585	0.860578696879288	0.139938052731553	0.881335370121226	0.817482683988209	0.867008616422509	0.889036715305783	0.782405124979188	0.953470894927704	0.517252416683395	0.408310078209119	0.789293888762288	0.660091801434442	0.684029193677868	0.89515293341429	0.635635958309599	0.416268755541261	0.393364818838051	0.862098241026174	-0.22539490301435	0.783017359893277	0.868078898265146	0.904029675972559	0.931738880645309	0.728155902847179	0.840249045691904	0.0603176914733745	0.309089118176282	0.163287391220493	0.867683330031564	0.851863457480357	0.360370470499399	0.761761760180833	0.428013742350288	0.681713815272252	0.715322689792723	0.389691099917634	-0.128231709999955	0.273732789228256	-0.197334149380059	0.311609520134472	0.508063115214517
CD47	0.706606681257752	0.755653768675689	0.947324133328195	0.756368299482032	0.851651858076725	0.602035127131687	0.709334024744829	0.737769916951433	0.639704037779059	0.779180721794704	0.660493658746661	-0.0716201664737832	0.929537567177156	0.698553623247216	0.756297313216273	0.902912349830176	0.811174264640264	0.887812292730787	0.74667360848221	0.828270301430399	0.674014748718254	0.267833287714319	0.962516881520539	0.897590975171258	0.920707206624359	1	-0.40844907810662	0.903569648493893	0.956510981812906	-0.0630140986746452	0.825722176451525	0.798427684473367	0.914040161642094	0.838407191776602	0.669975308224205	0.91329722541124	0.560068626425056	0.433888116093377	0.700602494041377	0.865605453595065	0.695547109546715	0.885496046349718	0.647656094770503	0.457546464454665	0.397926661031953	0.894772881220393	-0.412642074016793	0.757419086733913	0.87922413787485	0.878946438237048	0.950086703257989	0.75367465395999	0.811765176003527	0.0229674253183089	0.249440672463345	-0.000352239729611083	0.896435697406068	0.813997525083021	0.388372201307382	0.743168909049846	0.369298614673747	0.709357163412912	0.702336967740008	0.25486012493306	-0.175378705893665	0.0661774053317727	-0.351941059191555	0.190788281351824	0.262076209986193
TNFRSF1A	-0.0722541187458077	-0.141586088666357	-0.375667342349666	-0.142607041948624	-0.295058344487774	0.0358239458900384	-0.0357026020537296	-0.12757304875691	-0.0539478832935817	-0.0919869495370571	-0.0518952002525314	0.500393021364375	-0.26753521936877	-0.0455455687414672	0.0330435268583697	-0.407848413698109	-0.171040059465891	-0.328869897135449	-0.141665931212845	-0.199887316141155	0.131065815509575	0.499994367391029	-0.286243901016635	-0.240924952801507	-0.164883343162712	-0.40844907810662	1	-0.370636575155348	-0.335288781616062	0.679620797356099	-0.228700480642038	-0.247359327099311	-0.317331696539867	-0.0406818888918474	-0.0394643202407971	-0.256875463062053	0.0950253314336682	0.166893626438999	0.191460548787104	-0.485962780927145	-0.0769936056198574	-0.141124358895288	0.035651483369867	0.110641398924872	0.133762028354801	-0.48303824111533	0.704068877134367	-0.254041792840621	-0.383190221322133	-0.249973125635004	-0.392727109268912	-0.0224333939190202	-0.086486343736292	-0.195436613361944	-0.115911770018944	0.3699591927752	-0.215408120024131	-0.177663413089054	-0.044618428648933	-0.0900232990351083	-0.0737103443906972	-0.360578852661039	-0.15866776942686	0.0466529060273632	0.264739553501407	0.539086681781101	0.615262270275297	0.477271771282364	0.331939016112135
CD226	0.869099450571591	0.905859681738927	0.981653161427435	0.901867596234123	0.963169283730292	0.792803415034725	0.80668254866678	0.861345881301653	0.761379190634285	0.866322778723282	0.866121030054101	0.121460182921942	0.956260345020254	0.836598093993576	0.867840393522891	0.908056432457495	0.932047385913342	0.947245817416974	0.880156736503315	0.93906163710853	0.782772531918943	0.449785428854487	0.921326664170798	0.977379765676831	0.89555902988585	0.903569648493893	-0.370636575155348	1	0.87165792863813	0.0354124429350003	0.887219479328765	0.59581376994336	0.763103412960729	0.912671805616285	0.860238479779212	0.968144357841032	0.663795187203277	0.557196493811116	0.652612206568962	0.655589574710842	0.845023672358543	0.892390918596578	0.706218091796286	0.584538926606388	0.557225744140058	0.792040204381042	-0.484493134414625	0.84866304594902	0.772567641921533	0.965592931529833	0.951694240326249	0.762752672696738	0.82057978684363	-0.141691512114646	0.31284702157194	-0.16431735106581	0.800114328837865	0.924187076359444	0.0781504223174324	0.611748447767335	0.173445994545747	0.47006858322786	0.438402247178871	0.0927428261940567	-0.447870841955773	-0.0805847904049593	-0.490902498791491	0.048945292567762	0.377330865331407
TNFRSF14	0.706802275604878	0.744660083463885	0.915098032542478	0.730759788983704	0.83063875431386	0.619581243749012	0.676610138498094	0.700769702293619	0.581653942577146	0.767903076579525	0.650311197599875	0.0253862444310744	0.87443388014934	0.658279498592415	0.737020062280228	0.8890514065061	0.792423387810111	0.864816440955096	0.671156500117417	0.794355765245301	0.669389429515349	0.352961206979365	0.960254853817669	0.851304537421987	0.860578696879288	0.956510981812906	-0.335288781616062	0.87165792863813	1	0.00202817350276784	0.744165770217865	0.725138206355404	0.927870766365667	0.844513522217871	0.60458941472424	0.852470448635121	0.580326334411274	0.494458044523554	0.75964805092404	0.831366884825398	0.687901093452892	0.851632920787198	0.624326490919591	0.47605960721692	0.497824683025046	0.845127312516762	-0.314956317288531	0.67752648436013	0.848176167094469	0.820612149652413	0.875767854879837	0.715927944679297	0.736599159463789	-0.0195150515811754	0.301660167556911	0.0380211141260777	0.866023058953477	0.748276815084001	0.398059390947495	0.707105949856508	0.36011554986145	0.671811608516837	0.65807294895652	0.22448700745294	-0.122384269052253	0.113473482300289	-0.263962613256221	0.279142529260326	0.251833790079495
CD4	0.248273295970617	0.196324566590921	-0.0234652083522952	0.158926314782917	0.101429296100323	0.362535776595385	0.139004882777843	0.112744417577251	0.0723288518886195	0.171290481209546	0.280123022143413	0.699936394468171	-0.0141554973215883	0.177676018747209	0.346291021865321	0.00650067350639474	0.159016603469351	0.143455430308227	0.046261497535341	0.133836115177271	0.366773034648393	0.83498091296515	0.0971482853052087	0.101284194711314	0.139938052731553	-0.0630140986746452	0.679620797356099	0.0354124429350003	0.00202817350276784	1	-0.0199771768376892	-0.0847046443491926	-0.0510509778052365	0.393472289872215	0.185424204672238	0.0767760227384478	0.278915138888764	0.494773194786198	0.558167399990389	-0.299867195845875	0.238198850887548	0.120912776953045	0.200070199819691	0.267342929281758	0.569520108858134	-0.257345684989066	0.696303178342721	-0.126664456783796	0.0430032940535018	0.0666516123904048	-0.0218898249999295	0.0744530708652245	0.271093110369712	0.0574090500841219	0.25886994297008	0.495255824689206	0.0753119770311956	0.136741437512944	-0.0477407202623143	0.418280176299635	0.165553601504918	-0.0887173904957923	-0.0452253329423121	0.313062244968125	0.138406857036018	0.63528399841656	0.607830722997592	0.687700606978131	0.747424572584882
FAS	0.81126263881432	0.839271564610552	0.8955754823846	0.875681046981935	0.806481597614278	0.686272354076881	0.847540196489625	0.886645555673146	0.870705294863928	0.8341478018072	0.787404838814175	-0.052339472210741	0.932078654249692	0.879533740877353	0.867098641637841	0.720177888291397	0.858360577992742	0.769240834775523	0.945373292548465	0.906062322354841	0.826503757356384	0.387089968015962	0.775290344987983	0.913261007973513	0.881335370121226	0.825722176451525	-0.228700480642038	0.887219479328765	0.744165770217865	-0.0199771768376892	1	0.667220297649963	0.643247385468534	0.80599283221941	0.854812059110119	0.943362118343948	0.625524088010371	0.512440923002604	0.548193801940688	0.661505851203031	0.801504306085349	0.873984113527113	0.774801672028372	0.596674946152904	0.311539008482852	0.794938490856917	-0.465940549027649	0.954222232927624	0.661904299023657	0.953108397291806	0.917831728885314	0.800675174511169	0.762997305638877	-0.253443910432071	-0.0113750620196823	-0.210510244081964	0.776790226220906	0.893902555109105	0.211944123821905	0.50683830544803	0.0419557101807164	0.371944488672041	0.477520465247776	0.0229608323037529	-0.45607888594275	-0.0120161576721717	-0.499762196966273	-0.0543866814662718	0.276940191463558
TFRC	0.285590324140964	0.344690836986237	0.632348178037865	0.374141182743207	0.522400315061461	0.148143075135054	0.371400381540135	0.388357973638739	0.34211139952487	0.408105120917694	0.230526183811817	-0.369421553645211	0.661187635816589	0.360572595554169	0.473012841407754	0.652004764232221	0.413418119861846	0.605684180923609	0.451545721618265	0.474678367542373	0.372671265164242	0.0410321115051462	0.684724229970508	0.595436711024563	0.817482683988209	0.798427684473367	-0.247359327099311	0.59581376994336	0.725138206355404	-0.0847046443491926	0.667220297649963	1	0.845476382737597	0.554998814197141	0.330795350310945	0.672078634179017	0.160353621564668	0.068813731236472	0.656793976749979	0.737142780719888	0.289304507539778	0.672128769791577	0.359442453071479	0.0810822070071706	-0.0602642374431185	0.899646498077537	-0.133776987101179	0.53328275318571	0.860661643529114	0.595678124073433	0.756625773415343	0.488377614331886	0.566865622506179	0.302895245740457	0.101670406074431	0.312386831932313	0.756324917372119	0.497872346103875	0.782541531069674	0.712667205513647	0.580334320357011	0.863361136370632	0.926658091044531	0.563370049772851	0.261547789332873	0.400963394171171	-0.0170298716057579	0.331184843943466	0.267353484623109
ADRB2	0.472666832074383	0.523588342796906	0.799595155957433	0.513445390331644	0.753996553710144	0.389007614986912	0.457909941427248	0.478183174784448	0.3583045826853	0.559022760659524	0.440850991241129	-0.13455471755767	0.781739176939751	0.437616846414537	0.556997882517968	0.890728595487772	0.603373636613898	0.812801377488133	0.508937263373572	0.603944533106707	0.458437351183796	0.214515928254793	0.899835978666889	0.748298820017008	0.867008616422509	0.914040161642094	-0.317331696539867	0.763103412960729	0.927870766365667	-0.0510509778052365	0.643247385468534	0.845476382737597	1	0.731965372903992	0.471360902733555	0.769442388551435	0.319093740389165	0.216282893887911	0.763536508098589	0.749604563678711	0.44315700400913	0.767384957397629	0.402271322345016	0.189339864204738	0.317524713292434	0.88671625376246	-0.17919026265848	0.535492000644816	0.924455966630232	0.687686435428021	0.801844799633967	0.549119469414755	0.656650549250184	0.240819045674747	0.420626787482164	0.282776383216594	0.8304850395589	0.608047321242561	0.541959828575117	0.745217708658876	0.618196193018388	0.865089668081488	0.813866685304749	0.493717289246227	0.153223763431049	0.289165749777397	-0.078183985584765	0.423746904939901	0.319086197894275
PTPRC	0.888164174501367	0.901906099530128	0.903243640185064	0.881943456232811	0.911148045059478	0.87071767516528	0.816549104018318	0.832295465549029	0.72925581934557	0.887681357212883	0.887411072552993	0.396252370401738	0.89329024497015	0.83483443532898	0.938213471561971	0.844153266104025	0.922575394642982	0.920347083225064	0.813586484470822	0.908452237369984	0.863781232262665	0.712120229766146	0.920349319519967	0.938507753643075	0.889036715305783	0.838407191776602	-0.0406818888918474	0.912671805616285	0.844513522217871	0.393472289872215	0.80599283221941	0.554998814197141	0.731965372903992	1	0.845708136032023	0.921444514131979	0.751386450504795	0.708334157004645	0.855719691743814	0.552371004423675	0.869821728878418	0.904669630876925	0.763759061186758	0.665702601955612	0.739136233667711	0.641273217714096	-0.173300650274322	0.722667409226091	0.751408956662468	0.904310023072061	0.866141589755826	0.775619424311509	0.894273995604554	-0.114543983135321	0.370270202990102	0.0516914581359853	0.817796748265336	0.901041922629009	0.122615169002171	0.7383913335199	0.254293458263629	0.431996048931126	0.430813125768148	0.213835888858253	-0.313414742110214	0.186634592056404	-0.196377925969035	0.369633999226389	0.595427797076952
TGFBR3	0.907645207252344	0.911613327708082	0.837337095351609	0.92042213938071	0.862550355268795	0.883317370641234	0.871219119545516	0.892982548558224	0.861661674304782	0.869828339298255	0.949547496541366	0.311248213810494	0.879992330301135	0.910304506268169	0.891865519411189	0.701001452372416	0.923605878438114	0.78596472641177	0.948905213839403	0.910283712814765	0.856175048152161	0.587014349504202	0.735322235602262	0.917272990486971	0.782405124979188	0.669975308224205	-0.0394643202407971	0.860238479779212	0.60458941472424	0.185424204672238	0.854812059110119	0.330795350310945	0.471360902733555	0.845708136032023	1	0.894594748875859	0.735752834874802	0.612165472066159	0.513183449567491	0.368419981297592	0.879976980231874	0.8137639228223	0.773879342126853	0.690125018519947	0.603189181375367	0.502285146384621	-0.410213840464091	0.85826942849963	0.476910407266801	0.915487230953609	0.782032891008015	0.774741481025217	0.793151840506709	-0.367658761700593	0.197280780421158	-0.260496960527937	0.62372379382959	0.928635948452442	-0.228378988208812	0.394856883515698	-0.0691487796046088	0.125271420201131	0.167806610489953	-0.0962985889067587	-0.624169701116494	-0.120012268212484	-0.490073666845487	-0.0202310101259611	0.425016310480811
ICOS	0.85466885669202	0.887763805673511	0.970185367764579	0.897537474566294	0.937834994659882	0.771879408155597	0.834966630051433	0.871632409724301	0.802407624425253	0.872096191038867	0.85380440029386	0.0963257318101955	0.982618446260794	0.860624760568266	0.900699966677751	0.883489414506073	0.923512702902274	0.923659836216288	0.921397139858711	0.936956688795553	0.820047563223286	0.465928456523387	0.916738725449359	0.990842729782667	0.953470894927704	0.91329722541124	-0.256875463062053	0.968144357841032	0.852470448635121	0.0767760227384478	0.943362118343948	0.672078634179017	0.769442388551435	0.921444514131979	0.894594748875859	1	0.659133163065167	0.532516718037013	0.687780246101091	0.668148888299017	0.833992084544911	0.919624215858845	0.747432344356449	0.5803996481784	0.494189513322442	0.810653168382184	-0.42101917311446	0.883423351487235	0.777945965753263	0.98384610847169	0.960483247415192	0.800310731448955	0.86793179611507	-0.129749104059411	0.252324725206801	-0.0945616701273493	0.834836345826435	0.940561520673648	0.157552835335168	0.646929775709244	0.202847697065253	0.49913841242048	0.524920329422254	0.151577472815377	-0.392981507017854	0.0245948904520552	-0.425277641820389	0.10531735976151	0.410162029978058
LAG3	0.912177499921908	0.895340485297458	0.703379051772899	0.885484352057342	0.605305131977695	0.917573146808092	0.932461519593739	0.889720092870725	0.863891043754872	0.936727529156254	0.851454687397235	0.530900175005905	0.713874636323368	0.896093735412466	0.874931151252776	0.418017908706017	0.869100062655089	0.558814497594035	0.759927278433293	0.847917962916464	0.894608006162385	0.587477844301139	0.646737551709968	0.70793972757785	0.517252416683395	0.560068626425056	0.0950253314336682	0.663795187203277	0.580326334411274	0.278915138888764	0.625524088010371	0.160353621564668	0.319093740389165	0.751386450504795	0.735752834874802	0.659133163065167	1	0.89434162557126	0.513494173315952	0.486450905146429	0.937143651991576	0.746596927657412	0.933476085661251	0.97580597284	0.674894467013088	0.256144623173836	-0.355985032815592	0.67266610755876	0.275048027835902	0.739856345946716	0.62379481579963	0.90564763468963	0.725870790138102	-0.636067509361348	-0.128961742180407	-0.430761368107056	0.582202160149813	0.78953774760268	-0.12020231163952	0.333725291970345	-0.318098477003841	-0.111232346798342	0.0243195505945781	-0.391679476595859	-0.6132227874506	-0.196065132603134	-0.437963540001834	0.0157732355596898	0.184143728952023
TRADD	0.849754764964166	0.814222302220726	0.568822556139277	0.79640610688565	0.466482198806886	0.857734247331583	0.816397270327984	0.798899454393896	0.762747190757984	0.822946652513692	0.784491378071277	0.524652203314259	0.544995773016422	0.808168686491906	0.797702810485058	0.298405791858293	0.766068532327606	0.454990566377282	0.62545111841459	0.75827586074166	0.858125573095308	0.725582540870049	0.534617091084999	0.574111210156192	0.408310078209119	0.433888116093377	0.166893626438999	0.557196493811116	0.494458044523554	0.494773194786198	0.512440923002604	0.068813731236472	0.216282893887911	0.708334157004645	0.612165472066159	0.532516718037013	0.89434162557126	1	0.530217667616701	0.36953029945278	0.869939957258643	0.649744504923888	0.865128550373392	0.926870204727318	0.766483088794219	0.126601177483646	-0.135068083333507	0.552208397747069	0.231838852832701	0.620193156937753	0.512453917851779	0.723435126827342	0.596436359098405	-0.560696063843408	-0.147411655930862	-0.303817205906945	0.498742325533264	0.670082944172282	-0.112391677739915	0.385269828918895	-0.301552165469054	-0.167533296531451	-0.0702183165785665	-0.324413197464088	-0.559948580714914	-0.0233441927270429	-0.255842858124011	0.153908723376188	0.288374899478041
TNFRSF1B	0.577041094767019	0.587454096960922	0.650595839315742	0.558746112244298	0.672734345129146	0.584722683033132	0.524256072953793	0.509262856990537	0.399135638818204	0.618009747128521	0.56124535412119	0.377282103312254	0.650146033441073	0.518735365031153	0.726779292917924	0.697855357836942	0.622010032967976	0.740526430259455	0.475405007989734	0.606503860181098	0.639954422851822	0.690192954424081	0.790236760069484	0.684641936330647	0.789293888762288	0.700602494041377	0.191460548787104	0.652612206568962	0.75964805092404	0.558167399990389	0.548193801940688	0.656793976749979	0.763536508098589	0.855719691743814	0.513183449567491	0.687780246101091	0.513494173315952	0.530217667616701	1	0.452003771942053	0.564340561191048	0.738550595217323	0.526872353456692	0.408319902554884	0.597992501458815	0.567802051100287	0.23074628377994	0.398175412210347	0.768360282256208	0.623608865725575	0.65761063595178	0.569486101758671	0.730660329502033	0.147599945925798	0.424796864168003	0.452539642120111	0.751136683962702	0.610575419884474	0.450914530019076	0.81614296258871	0.53583971060115	0.596539999172098	0.623160524741469	0.529996792648536	0.165289236754207	0.573300684497937	0.260883786740225	0.729798162692355	0.696400839633162
PILRB	0.512554835774034	0.56113639255701	0.760566238089228	0.576619554086118	0.521759355313261	0.367526975511385	0.607068031382737	0.61184208316234	0.560758849521468	0.641369557624108	0.395084539360311	-0.290631665591436	0.731616156927442	0.554491796241579	0.548112404832275	0.610850687579869	0.603060688825847	0.573072082068984	0.555098345520013	0.648636380620843	0.516323927962763	-0.0521803715735009	0.759664450007832	0.635324479281	0.660091801434442	0.865605453595065	-0.485962780927145	0.655589574710842	0.831366884825398	-0.299867195845875	0.661505851203031	0.737142780719888	0.749604563678711	0.552371004423675	0.368419981297592	0.668148888299017	0.486450905146429	0.36953029945278	0.452003771942053	1	0.540998815487736	0.704594774078178	0.607454801334364	0.439196872180586	0.139449175976436	0.792054224345944	-0.512564719125462	0.636053179619837	0.673653983621529	0.668286607099225	0.776553756948296	0.683505621893689	0.577947825712826	-0.107836310417266	-0.130403292356828	-0.192943256917868	0.74611767181047	0.571177041710512	0.539768875997654	0.549638341055676	0.151350160143311	0.591606320439314	0.667089231961852	0.0219695723343254	-0.129790418257079	-0.0881637634779514	-0.424471676979702	-0.0102314871282852	-0.161102030045197
CLEC2D	0.992668552017088	0.989875707478651	0.852996084783717	0.985214775675404	0.780545077966525	0.964144226040439	0.969107683567362	0.974040525519504	0.927551404948591	0.981043831643708	0.961952806098934	0.410954221149434	0.848382655568006	0.974285294660192	0.954207460787903	0.6101435319802	0.972314607748429	0.736538001788221	0.899334263243863	0.966065321415603	0.941961955430669	0.618260788752239	0.762121239391645	0.868415694335877	0.684029193677868	0.695547109546715	-0.0769936056198574	0.845023672358543	0.687901093452892	0.238198850887548	0.801504306085349	0.289304507539778	0.44315700400913	0.869821728878418	0.879976980231874	0.833992084544911	0.937143651991576	0.869939957258643	0.564340561191048	0.540998815487736	1	0.847225715051605	0.932067116848582	0.917327775971772	0.707189660879779	0.446667108858089	-0.445772833996736	0.827429359544882	0.448789426449197	0.896872458144145	0.78955559201922	0.885635614167182	0.803287968278971	-0.520102834039298	0.00503889470230141	-0.404881745924697	0.676206088743099	0.917268712282636	-0.128704776408206	0.435133222286124	-0.217799693845637	0.0344760226808878	0.109862036840489	-0.273310920499549	-0.684707084608234	-0.193232581546744	-0.528675669345481	-0.0223774007438632	0.291662545489933
IGF2R	0.848034558751214	0.872036445411924	0.915991213612838	0.87581069375673	0.83587494556795	0.786077512064049	0.868486376929121	0.864832116068201	0.800478128522075	0.904568629149754	0.814563835443269	0.149679604412986	0.937345087739042	0.85284748121892	0.886931419898213	0.788933337000414	0.908728314655066	0.852360876983015	0.841613122984523	0.907308995201997	0.830701499264209	0.486709834704798	0.898601989699868	0.918833112022313	0.89515293341429	0.885496046349718	-0.141124358895288	0.892390918596578	0.851632920787198	0.120912776953045	0.873984113527113	0.672128769791577	0.767384957397629	0.904669630876925	0.8137639228223	0.919624215858845	0.746596927657412	0.649744504923888	0.738550595217323	0.704594774078178	0.847225715051605	1	0.837733256281732	0.68680055300261	0.541884465038704	0.728158062991972	-0.36515245120255	0.83001085793466	0.782245951356054	0.911050166108124	0.929378641266001	0.870929389371896	0.911095019141185	-0.165635330493909	0.119956445528316	-0.095103851544231	0.922837619556898	0.934776859137765	0.240184683724004	0.692743053096162	0.227185809979282	0.459786258243173	0.477119444353036	0.125204867078644	-0.370903983077914	0.0791830774601955	-0.375315516389485	0.236980497652655	0.410092573190847
PTGDR	0.901382560394227	0.893222363018982	0.755074989921566	0.909387448246684	0.597229047360758	0.852470469524212	0.97435475853308	0.940858260575285	0.945562369960114	0.949196010503828	0.82881699337071	0.281702042406841	0.788123309221757	0.944692920368218	0.903229010868592	0.440812828251889	0.881179090386818	0.568719396293167	0.841752720322383	0.89141908330717	0.928290002774656	0.511533734505056	0.676624470705989	0.75575426842444	0.635635958309599	0.647656094770503	0.035651483369867	0.706218091796286	0.624326490919591	0.200070199819691	0.774801672028372	0.359442453071479	0.402271322345016	0.763759061186758	0.773879342126853	0.747432344356449	0.933476085661251	0.865128550373392	0.526872353456692	0.607454801334364	0.932067116848582	0.837733256281732	1	0.944411395121606	0.537965251431191	0.417771316030808	-0.404532657137968	0.809174311507073	0.394621345249395	0.819847040826068	0.734808120962384	0.931806480177958	0.757235075167422	-0.595425495951657	-0.266482188140465	-0.416671320476026	0.669801014017178	0.838515638747226	0.0577668953415345	0.414055624238202	-0.27440019052163	0.0169312483175014	0.183624302329932	-0.312194057816605	-0.59527781036606	-0.114778733018063	-0.476775573972968	0.0030544066084438	0.162986311088274
S1PR4	0.882248110232427	0.8575408861337	0.621301196560553	0.856212898306825	0.489499496061611	0.878123692158045	0.918225920256841	0.878464054260022	0.878712301632515	0.896571037213684	0.812337780538939	0.478181892089263	0.631101051082542	0.887294879863046	0.829634321375091	0.284383560765979	0.816259931482448	0.439203142735871	0.731055418992907	0.808582671742611	0.877019014746197	0.555882441240587	0.532408920343311	0.621725079076722	0.416268755541261	0.457546464454665	0.110641398924872	0.584538926606388	0.47605960721692	0.267342929281758	0.596674946152904	0.0810822070071706	0.189339864204738	0.665702601955612	0.690125018519947	0.5803996481784	0.97580597284	0.926870204727318	0.408319902554884	0.439196872180586	0.917327775971772	0.68680055300261	0.944411395121606	1	0.628423212225459	0.17241962750521	-0.372868325148949	0.664516266268543	0.170567041649859	0.682632626003599	0.554635411283634	0.856431214507729	0.634755318518148	-0.719409250127105	-0.280225621853369	-0.524788944069679	0.492787823080353	0.731515176277144	-0.152030362900027	0.241059948254116	-0.451457745139167	-0.236858352776448	-0.0822554187336378	-0.498113261520967	-0.683255779522644	-0.243710655489116	-0.47797667595221	-0.070438148853523	0.10468864331184
PDCD1	0.730263594863093	0.701781720127572	0.534962174086674	0.635076070830962	0.610683448429027	0.834048924010169	0.559779866392498	0.556220426780332	0.434571633191312	0.652463490277181	0.763847419498082	0.732330167116078	0.475608339981982	0.571201275947777	0.643321203342464	0.522575169554715	0.689555117189532	0.6077759595083	0.449527074882776	0.611185121100379	0.62476906651982	0.783557120638816	0.599049046621795	0.577798489550731	0.393364818838051	0.397926661031953	0.133762028354801	0.557225744140058	0.497824683025046	0.569520108858134	0.311539008482852	-0.0602642374431185	0.317524713292434	0.739136233667711	0.603189181375367	0.494189513322442	0.674894467013088	0.766483088794219	0.597992501458815	0.139449175976436	0.707189660879779	0.541884465038704	0.537965251431191	0.628423212225459	1	0.0558091938260164	0.0127564772728167	0.300147904794828	0.317303633845755	0.502850804226661	0.394397759103974	0.451283283616117	0.588622287245342	-0.204084210362192	0.464839270930419	-0.0205342848494542	0.421472396805673	0.58340559436664	-0.346321619753823	0.426463585678481	0.0418436102998326	-0.0117145963283774	-0.129190131659831	-0.0300093113406607	-0.394929392638162	0.0262724926792956	-0.0675317970749374	0.387786922156483	0.517863184506008
