""	CD3D	KLRD1	CD3G	IFITM1	PTPRC	CD247	SORL1	KLRK1	CD44	MRC2	CD4	LILRB1	ITGB2	TLR1	LAIR1	CXCR4	ADRB2	PTGER4	CD2	TNFRSF1B	CD69	ITGAX	ADCY7	SLC1A5	CD47	ADORA3	LPP	SORT1	TNFRSF1A	CD46	CD81	MERTK	C3AR1	RHBDF2	HAVCR2	STAB1	TNFRSF13C	TLR2	KCNQ3	CD74	VSIR	TNFRSF14	PTGER2	PLXDC2	SIRPA	ALOX5	P2RY12	ITGB1	TSPAN14	HLA.DPB1	TRPM2	TMIGD3	ABCA1	RACK1	CD63	FPR1	TREM2	CANX	APLP2	ATP5F1B	PTPRA	RPSA
CD69	0.902747409158797	0.848057538634265	0.879450985391442	0.819574081006916	0.613954406644529	0.796422470635162	0.257950862568458	0.911531492110263	0.890564983784538	-0.195410409571112	0.428354440366336	0.130229031237357	0.559996936818977	0.308882150031275	0.525166414665329	0.936753171484799	0.370561568617389	0.744409969697231	0.867181917923243	0.47704120021661	1	-0.0835769680100139	0.0519240453021394	0.397216897078439	0.816894164696721	0.274224335978075	0.0271717314025935	-0.134169065012585	0.557291041358574	-0.110977692836136	0.661293416743435	0.045009874405592	0.556829385731353	-0.0832887901145175	0.42335116724601	-0.263260135901105	0.394476931975758	0.156812041513398	-0.0726550251258657	0.562018248527072	0.507368583091517	0.926896367677476	0.851057734096058	0.192847142034566	0.141283543112575	0.242139523610546	0.487660461540419	0.527745654497444	0.463898083216041	0.596859335781719	0.155571884849714	0.539128306081248	0.137159500009229	0.715077127105649	0.65917517342415	0.432125544702487	0.511917704757546	0.445016123793876	0.33352365324499	0.584858836756794	0.337890105863627	0.776708849041246
ITGAX	-0.235914500397772	-0.163375270992122	-0.280196079143883	-0.274579912473629	0.478288941840176	-0.155337244739645	0.644867604315305	-0.127095341004277	-0.217222964284053	0.424794478717173	0.60059841991956	0.450630677888256	0.569275056548327	0.647340645079383	0.377069403211683	0.164519760110313	0.39443846513535	0.238755743171833	-0.247004397683036	0.629184933422216	-0.0835769680100139	1	0.438031799640495	0.604412495794839	0.0721914656196834	0.609501659526586	0.668466664297827	0.425241568057738	0.455452095396702	0.48040433404365	0.378636373966553	0.689159981208585	0.493995986335045	0.833332912019045	0.653918418003623	0.369771916214657	0.569111992087203	0.624118441128245	0.81280029764111	0.446474851439061	0.509674712943537	0.170595529976969	-0.147611425696008	0.677178591298771	0.531458552949045	0.675834539457214	0.463777264321627	0.385782357183944	0.472905825255982	0.371341130917675	0.654213508012958	0.42806873642639	0.712815028411662	0.21720697150962	0.292219823765048	0.530660117800301	0.528820049197866	0.537759929920024	0.560259779936044	0.219486225674439	0.244223053821082	0.119834700749089
ADCY7	-0.0967011961318212	-0.09661532215462	-0.0798282719063763	-0.245326479822918	0.461488474434935	-0.0583624470828244	0.550335759729892	-0.00307852686272178	-0.0972796914450189	0.0120057778141718	0.537716553680522	0.386307858539054	0.580842232611332	0.461367943115737	0.546073110659968	0.203892143716164	0.569299262953393	0.0914629091017696	-0.122723760738659	0.395945213264572	0.0519240453021394	0.438031799640495	1	0.520530795541417	0.0536022357008431	0.551226201833531	0.234797229372847	0.0437229657575848	0.534059403261137	-0.177048532668993	0.507215660710691	0.402244954990908	0.517169377918232	0.442769195340222	0.600818246979881	0.278396256214861	0.692950600995496	0.521905526024515	0.337831054129934	0.581356050766177	0.539432290010029	0.176502418461608	-0.110337531627118	0.51288536832734	0.589933483392848	0.45525908730902	0.651620525647697	0.33914198789181	0.373109725001381	0.479127222210883	0.434787929894502	0.56046132874448	0.39073538817575	0.310961045029701	0.409247299816122	0.516367838015349	0.534037695394413	0.472031460940093	0.534657704362863	0.238986677395316	0.304057217631992	0.253049731605458
SLC1A5	0.121897698877535	0.107451436759583	0.0681911667519155	0.0131651469462058	0.731537618818873	0.0584017637192484	0.803070303905472	0.32933709934422	0.186843024740145	0.315789706905141	0.837870522124769	0.677989984411397	0.839896437910466	0.662615447204188	0.711173599648752	0.580255651607506	0.558645126239454	0.542087543132868	0.0785670219121074	0.883110141809371	0.397216897078439	0.604412495794839	0.520530795541417	1	0.453072081673878	0.800912909431268	0.669853186224908	0.335250814492754	0.698652583016747	0.395416796215915	0.833743056619723	0.642656552651826	0.928729744955088	0.623499478116584	0.844269277942352	0.398813817546498	0.799917432869457	0.680845411889605	0.650898287203964	0.90105406276792	0.675211933067574	0.531969428672237	0.0828117308420901	0.790645692781201	0.740814551642562	0.775740333402869	0.802900153756129	0.827703795032075	0.792220582089064	0.863676835915151	0.623000407317927	0.865274788019992	0.776444169371832	0.749983213178263	0.810030746965564	0.905199539885511	0.921503882864835	0.882478709389007	0.791228978477902	0.762419156186463	0.544072752606878	0.686431994723792
CD47	0.647869185362326	0.549204155464462	0.61441659453989	0.585827850515106	0.633715712678978	0.488147069261674	0.458732831058943	0.641654550308074	0.590456572353162	0.0663026564198712	0.54763043289856	0.349940767707871	0.577923702205714	0.477534727960919	0.531109651208671	0.801110432821182	0.256541980153599	0.707966816789765	0.604184803791913	0.620931081757915	0.816894164696721	0.0721914656196834	0.0536022357008431	0.453072081673878	1	0.473617778875348	0.289295859323154	0.180360806808154	0.583312061624976	0.176928114327698	0.699053656489098	0.263758013895034	0.609180151362109	0.0744706036800289	0.492198707006714	-0.0881536536393461	0.51989342346062	0.291627265585505	0.0851373144894853	0.608022982058294	0.544702057178109	0.780122068843053	0.576005184425494	0.391552666657748	0.345054146246071	0.336326166834162	0.572330298136371	0.679413836064397	0.593337267163383	0.633570108527171	0.306872931942977	0.617968231672826	0.369083321113779	0.772870671119554	0.688848477185561	0.511914727234915	0.562564367405381	0.613807134064164	0.517454154819386	0.699564083667441	0.38221870057866	0.801688479737916
ADORA3	0.0244274439306248	0.00806247859627281	-0.0203902527250013	-0.0929436184643759	0.792506426480509	0.0367528560789757	0.907245526490926	0.111895361938057	-0.0070234344322582	0.595375632069182	0.841298094589934	0.637837993527597	0.796373300670835	0.822885763434429	0.695076900331179	0.464743489432625	0.547906466623587	0.586814699257873	-0.0354950806766867	0.892299159943227	0.274224335978075	0.609501659526586	0.551226201833531	0.800912909431268	0.473617778875348	1	0.801932815590089	0.541081385876738	0.702721443097954	0.374495077223643	0.709770562365034	0.822349043877025	0.743544465743709	0.725859186776586	0.864112201600503	0.545940305254147	0.863513429467722	0.714857861896937	0.74466859666295	0.793577327954284	0.664816382820327	0.40984353201821	0.0492763163562457	0.898880803351686	0.846139860059145	0.683679442428859	0.804200695363857	0.727293991326017	0.819420273973615	0.699169497333814	0.672586456908046	0.778571886804567	0.7730893834958	0.575701915564758	0.63179190963067	0.79047165388185	0.779637355436772	0.814382407347586	0.765378356185836	0.572674097521689	0.402766158037956	0.485683304333734
LPP	-0.164179672782549	-0.167402930572484	-0.201451312750084	-0.187381777111073	0.554880998073067	-0.139889082050835	0.760358420348869	-0.0687572684495814	-0.148057653107579	0.696593974664444	0.679894375663183	0.632044026089096	0.545107810916579	0.695789943235001	0.375642391514899	0.192417979195888	0.254126731501774	0.413444334400331	-0.201425418997237	0.751358430836699	0.0271717314025935	0.668466664297827	0.234797229372847	0.669853186224908	0.289295859323154	0.801932815590089	1	0.712753883453221	0.441783227442873	0.706551854562437	0.39488930045352	0.793169205114795	0.53164407207295	0.804999360729572	0.667353858125397	0.609776173405744	0.586181402602969	0.603420025067413	0.764738673989977	0.51736912209995	0.417197818748645	0.191049345750123	-0.141841585687052	0.77563611890137	0.584828566333581	0.581307025392405	0.471137697604184	0.589105715309785	0.711961116912109	0.457378597613652	0.716838664474574	0.470698193165939	0.733781705773322	0.338537455342312	0.366180715937157	0.5844979565184	0.538038473552236	0.67214280732132	0.605081443497998	0.40112835685693	0.230891747919345	0.254322238717414
SORT1	-0.306595878838291	-0.301831697650201	-0.339823010608336	-0.216423245101583	0.223097675126157	-0.303497860441	0.469525878876507	-0.247319520225322	-0.288481844160329	0.661974493341763	0.384771282153827	0.58351409563437	0.174095948783846	0.35362741337934	0.0386912792490269	-0.0640214767616465	-0.0214086620624351	0.290464833335211	-0.337754313681757	0.441025617009176	-0.134169065012585	0.425241568057738	0.0437229657575848	0.335250814492754	0.180360806808154	0.541081385876738	0.712753883453221	1	-0.0110452999719238	0.703268370547523	0.0933797543502659	0.487819960840324	0.239094741615682	0.476342339902589	0.366675301041866	0.525346247076811	0.219587585384393	0.359039062548094	0.613193872345166	0.251433843624135	0.0141162149331222	-0.0984633993151186	-0.270424319960428	0.476018697105304	0.426658559312334	0.185474782638457	0.11909549437562	0.431908087191802	0.498741449533345	0.225717815238672	0.585456777314927	0.18024810792033	0.56801454204393	0.115079908297311	0.158706551170787	0.370533538740773	0.262823423153757	0.382849737734297	0.423624891628884	0.228266806854107	0.167267352638036	0.04910494660454
TNFRSF1A	0.387190625587292	0.373946972841375	0.358657000006231	0.244402492414464	0.840593238096191	0.383121308625579	0.731579220324373	0.47305696462794	0.34620654660449	0.161333409874931	0.774266667403123	0.403666421210794	0.880360540609542	0.721564182076951	0.807535264379276	0.707373652277981	0.729870472047265	0.504120922985615	0.351011297040056	0.765600074164878	0.557291041358574	0.455452095396702	0.534059403261137	0.698652583016747	0.583312061624976	0.702721443097954	0.441783227442873	-0.0110452999719238	1	0.0787846202470264	0.839708468019399	0.609305443895438	0.751100281852582	0.467071996127977	0.744563813186183	0.0671393414886567	0.853025576733621	0.493017400105441	0.37125753648604	0.785607785177388	0.92510911085696	0.687795862638476	0.401161956647151	0.695511051705129	0.630604998168778	0.676180942212329	0.864563203322464	0.677893364790348	0.614451979679251	0.72137746259825	0.363733276265949	0.796828718396073	0.46245559975487	0.671762053777981	0.692217438279341	0.67331545040924	0.759478062183478	0.74186637568549	0.670127132615195	0.576674441245982	0.406567027942212	0.636017096749876
CD46	-0.215051344117523	-0.209352103073761	-0.253011074236099	-0.125128782838279	0.261014215810842	-0.229122239915719	0.42640813159362	-0.137181049238212	-0.167714681742785	0.559565511780428	0.379975212520372	0.601794317670811	0.190250014637672	0.268790115446455	0.116436729375078	-0.00728540393227149	0.0360561914503999	0.213730975142577	-0.228302749960479	0.434365783182165	-0.110977692836136	0.48040433404365	-0.177048532668993	0.395416796215915	0.176928114327698	0.374495077223643	0.706551854562437	0.703268370547523	0.0787846202470264	1	0.144028763035396	0.54931963403628	0.290012205453138	0.383835248538849	0.314013866546772	0.206847176640163	0.179913695422638	0.36534757172361	0.519781098573976	0.230927504613244	0.160368541601253	0.0120272680013634	-0.2066605407755	0.500403502911349	0.311530153487251	0.227317378570483	0.11889442632597	0.486590907581325	0.484506564144592	0.221383242385887	0.396673053726676	0.199961596169975	0.544073880820963	0.154879217098257	0.190837302276849	0.375694092192189	0.302645326102401	0.414448431172703	0.458418984820309	0.289095170121557	0.23516723542524	0.0983439522621629
CD81	0.403972642610844	0.349992518725871	0.357663707140632	0.25048834232812	0.830916891895121	0.312294773850584	0.739440833989022	0.535061715143377	0.404408716584427	0.12589306444546	0.824069348954762	0.470536380688607	0.915988558457853	0.664419135449406	0.864918625527864	0.807003853411838	0.683075268169402	0.646986395705433	0.353568637968987	0.807114939599087	0.661293416743435	0.378636373966553	0.507215660710691	0.833743056619723	0.699053656489098	0.709770562365034	0.39488930045352	0.0933797543502659	0.839708468019399	0.144028763035396	1	0.513921619270347	0.943799041560848	0.354848320506545	0.826743785533601	0.0710465136091781	0.852085769440823	0.560168427758386	0.360012503134789	0.956482594546622	0.82719072738287	0.766762400860024	0.3607683076393	0.722746468414628	0.708458269745893	0.695656906906621	0.921401950557051	0.869292919093234	0.7269329953787	0.936499788690689	0.432733063977713	0.973600058331543	0.609229184805592	0.917126260726657	0.960068196612113	0.878940304821267	0.941929442397157	0.891481032907539	0.828510519764523	0.867323958811542	0.714944601501878	0.879630844893681
MERTK	-0.0872012780853125	-0.0407173655218638	-0.141025322445253	-0.167124096757295	0.744506377165759	0.0167268527356796	0.845893510927906	0.00422265958956108	-0.115275997257554	0.651759086363228	0.758629608302579	0.621069026261038	0.70835653451337	0.788520674668955	0.607259878377284	0.275673706487512	0.636288502182292	0.351287257738093	-0.125428899749112	0.764072025983277	0.045009874405592	0.689159981208585	0.402244954990908	0.642656552651826	0.263758013895034	0.822349043877025	0.793169205114795	0.487819960840324	0.609305443895438	0.54931963403628	0.513921619270347	1	0.562658046990361	0.732840773806096	0.731713348554887	0.346444460643614	0.753839562869993	0.747316949280465	0.663221951670364	0.602133174869254	0.635343788986897	0.272065544637831	-0.00667734366284087	0.922213956318345	0.736277471156525	0.597553695661482	0.638459928776602	0.57207113693319	0.73762947144742	0.479223779565472	0.606475445800992	0.580460568144731	0.730708205244069	0.311746649640236	0.419784259851891	0.6253226780975	0.612144591994472	0.668154772904315	0.734996732425312	0.354516089051447	0.35485533650799	0.213840782565411
C3AR1	0.261690601511827	0.231367143047103	0.208210113107897	0.138663238521463	0.776925523253906	0.173131046574753	0.74734564585533	0.463586119008133	0.31516876132748	0.214868435242407	0.859489537974899	0.601617611639614	0.885118974513778	0.660028167215701	0.801951370722126	0.728284730167014	0.63126086298692	0.649846143585313	0.216939580850013	0.863396287258245	0.556829385731353	0.493995986335045	0.517169377918232	0.928729744955088	0.609180151362109	0.743544465743709	0.53164407207295	0.239094741615682	0.751100281852582	0.290012205453138	0.943799041560848	0.562658046990361	1	0.479312064306093	0.878890583994663	0.205805592014958	0.83745570998732	0.66587191952364	0.507452870531302	0.968293207329994	0.75943340486794	0.664897487835966	0.214452786427376	0.760164041783363	0.706187136234666	0.74103247615128	0.867305403353541	0.879510827318808	0.785266280015516	0.950484013906076	0.549176272069398	0.950155082380599	0.721029167949227	0.888376390559662	0.93909348408428	0.953260730746753	0.969569495946078	0.927651593473452	0.855288693396347	0.880846748141719	0.706025790099963	0.843053586476695
RHBDF2	-0.263254280159527	-0.232807794168987	-0.295252328847152	-0.345462383001051	0.467356898872002	-0.196195866461125	0.679379679869081	-0.157664298992955	-0.222522313598453	0.51534869745619	0.610200194516378	0.430579484601643	0.552122232506524	0.781304502002149	0.349362289690534	0.135298621929882	0.320925072521725	0.311929923416938	-0.295282108086057	0.638060819127986	-0.0832887901145175	0.833332912019045	0.442769195340222	0.623499478116584	0.0744706036800289	0.725859186776586	0.804999360729572	0.476342339902589	0.467071996127977	0.383835248538849	0.354848320506545	0.732840773806096	0.479312064306093	1	0.669694803896777	0.605531702713147	0.615403354641367	0.590478528072351	0.838413561331127	0.467541393773967	0.415547592675779	0.113836221251363	-0.209308189966862	0.677590933664832	0.553869512618546	0.776447723246482	0.440340138164691	0.343894714430975	0.546383031078302	0.403037012358962	0.778109718829104	0.435397304388979	0.689967823687443	0.240257609325541	0.258424777959226	0.526985424047387	0.500181642339939	0.563763691123356	0.485709240418828	0.242081621724281	0.186457764560436	0.145487968196485
HAVCR2	0.147231347664034	0.159590487864146	0.0967715233750818	0.00267483337676381	0.833736062967707	0.168552848725915	0.8109927040512	0.313722779829147	0.166157710897726	0.423865447014045	0.889644461065504	0.595957888649218	0.889061804712437	0.817896335606218	0.760382071437396	0.637498157195165	0.638109298552059	0.681940744847916	0.0919900469838461	0.857729797184968	0.42335116724601	0.653918418003623	0.600818246979881	0.844269277942352	0.492198707006714	0.864112201600503	0.667353858125397	0.366675301041866	0.744563813186183	0.314013866546772	0.826743785533601	0.731713348554887	0.878890583994663	0.669694803896777	1	0.33272210505011	0.902470092548765	0.793216673727583	0.663106556909587	0.902739044572977	0.731945462670609	0.579665495368051	0.170133436727524	0.86901304152093	0.793712656992985	0.70581855283664	0.836999012181853	0.754831836140802	0.816223998887608	0.845498721348016	0.697835051333879	0.873386327838608	0.733764874511855	0.722819866237143	0.795301149306422	0.913235515838303	0.904837712606858	0.865918369014203	0.850534216213569	0.69692567272544	0.615506494130895	0.645280470947897
STAB1	-0.403150738357424	-0.399552382196145	-0.412595967714192	-0.427528515915646	0.139735208220531	-0.383149923632182	0.442594657353616	-0.327412668703891	-0.375308975610477	0.474566177366988	0.330183783628271	0.293071568328723	0.202147690206776	0.348660973036249	0.0333505112256202	-0.147718703876435	-0.105872909956738	0.0672189101858402	-0.41748532843685	0.387674718943853	-0.263260135901105	0.369771916214657	0.278396256214861	0.398813817546498	-0.0881536536393461	0.545940305254147	0.609776173405744	0.525346247076811	0.0671393414886567	0.206847176640163	0.0710465136091781	0.346444460643614	0.205805592014958	0.605531702713147	0.33272210505011	1	0.276146298106771	0.298524595963664	0.602247165242163	0.214658082802381	0.0233775990072776	-0.176773499987609	-0.385924795603221	0.372744943486933	0.459288708126459	0.315639404951393	0.22878819037464	0.137385396921168	0.315656000067592	0.168770126643787	0.540667680856933	0.181041998032761	0.393120505714593	0.0276868872798693	0.0696496608825812	0.269807193788744	0.225387468595879	0.262767365603241	0.160652553262844	0.0766799906702382	-0.153368789967344	-0.04818832389507
TNFRSF13C	0.157116343344745	0.146885356577232	0.117703258713028	0.00288223982840195	0.844221397163681	0.156283978847323	0.835357590205214	0.294549467006223	0.157481143349525	0.337874415577557	0.900010791751683	0.565367039000501	0.902299154576375	0.809481209230838	0.816337294622198	0.595217444860454	0.713626006633994	0.541242810565225	0.10834223295992	0.844709947066852	0.394476931975758	0.569111992087203	0.692950600995496	0.799917432869457	0.51989342346062	0.863513429467722	0.586181402602969	0.219587585384393	0.853025576733621	0.179913695422638	0.852085769440823	0.753839562869993	0.83745570998732	0.615403354641367	0.902470092548765	0.276146298106771	1	0.745217810790764	0.558487311483567	0.890928044244533	0.827380608863717	0.54840760740688	0.165862913471325	0.847982340361241	0.788684478880572	0.720836844437234	0.898546827228668	0.740908220177322	0.765182896206258	0.819156846719298	0.561789225961848	0.882250898831949	0.664016598039764	0.698600749673685	0.753774057125309	0.847730103424858	0.861219894011071	0.870845948176285	0.834014116032395	0.65960480136572	0.551563974424423	0.632988699687354
TLR2	-0.0417132259817503	0.0194727814274464	-0.107729703374154	-0.178746144910321	0.644804366703095	0.0418268276553263	0.642232277122535	0.146046722582895	-0.0244989253397692	0.438420429727712	0.679433347748691	0.533475566735206	0.65823981675881	0.698146999458747	0.541572886932983	0.366668560784306	0.510932095700417	0.479281193334431	-0.0847930598663844	0.731428693096818	0.156812041513398	0.624118441128245	0.521905526024515	0.680845411889605	0.291627265585505	0.714857861896937	0.603420025067413	0.359039062548094	0.493017400105441	0.36534757172361	0.560168427758386	0.747316949280465	0.66587191952364	0.590478528072351	0.793216673727583	0.298524595963664	0.745217810790764	1	0.648820257586636	0.652158040766991	0.495173377211779	0.31910322949751	0.0097458092354122	0.770943341332503	0.627976050945446	0.533253717215608	0.595806779791151	0.517317811717873	0.636135837625992	0.597506423838614	0.632847309027229	0.634763100932037	0.690860998248308	0.452501433634759	0.520869326715615	0.730255208348868	0.676979653764474	0.680113332824982	0.739148730683832	0.476290036143577	0.46790217394899	0.370439009935035
KCNQ3	-0.267842307328795	-0.205448408884699	-0.327738858681765	-0.317069023970848	0.443769586165859	-0.207180702501556	0.609816703541986	-0.126355637187075	-0.219883870573296	0.634497659987234	0.580615749042106	0.488267985177313	0.491679039088654	0.623461697849843	0.309343480876263	0.149641207357939	0.247756153675461	0.429197379604558	-0.293527979688081	0.706371062928643	-0.0726550251258657	0.81280029764111	0.337831054129934	0.650898287203964	0.0851373144894853	0.74466859666295	0.764738673989977	0.613193872345166	0.37125753648604	0.519781098573976	0.360012503134789	0.663221951670364	0.507452870531302	0.838413561331127	0.663106556909587	0.602247165242163	0.558487311483567	0.648820257586636	1	0.467437593620868	0.342574434328358	0.0952545323543999	-0.187371962537673	0.666550376211322	0.577126555146768	0.660594710435679	0.404515976852128	0.428507704517911	0.552014368755345	0.41946344232678	0.646911511343789	0.444859702295964	0.740735225670328	0.272055143456602	0.301324378095428	0.611351825860061	0.535343851278184	0.589521483076076	0.530918620958269	0.323199976506905	0.197488098330879	0.175268385370869
CD74	0.259148402927814	0.222264495494285	0.213618196672958	0.124420966227462	0.818263360755594	0.189182126821209	0.792091261454686	0.438046097971259	0.295237456750716	0.224227125265854	0.885209427421028	0.615019419717042	0.910519351355727	0.69542590030583	0.842977554646284	0.718529764329798	0.68980303920603	0.644933656832287	0.203252548143636	0.844996088627371	0.562018248527072	0.446474851439061	0.581356050766177	0.90105406276792	0.608022982058294	0.793577327954284	0.51736912209995	0.251433843624135	0.785607785177388	0.230927504613244	0.956482594546622	0.602133174869254	0.968293207329994	0.467541393773967	0.902739044572977	0.214658082802381	0.890928044244533	0.652158040766991	0.467437593620868	1	0.776931721129952	0.660281492551158	0.225803581489121	0.791071227403647	0.770315090076511	0.705716626284849	0.908416871316192	0.884762740349801	0.809356868872122	0.967410465723551	0.550566751882795	0.975143030688322	0.692382458825898	0.875439822013898	0.93788034398326	0.952389748866433	0.975967794630101	0.914500880868167	0.861845302248977	0.852238984309624	0.713142871388497	0.821814466928912
